"","0","300","600","900","0 | 1","300 | 1","600 | 1","900 | 1","0 | 2","300 | 2","600 | 2","900 | 2","0 | 3","300 | 3","600 | 3","900 | 3"
"ybjN",0.19,0.38,0.25,0.23,-0.3,0,0.62,-0.37,-0.19,-0.22,-0.31,-0.35,-0.29,-0.05,-0.07,-0.09
"potF",-0.06,-0.76,-0.65,-0.84,0.61,0.27,0.38,-0.24,-0.17,0.04,-0.18,-0.27,0.3,0.57,0.44,0.14
"potG",-0.04,-0.68,-0.25,-0.77,0.18,0.16,0.06,0.09,0.24,0.25,-0.05,-0.29,0.26,0.2,0.08,0.27
"potH",0.41,-0.45,-0.01,-0.08,-0.17,0.28,-0.24,-0.68,-0.09,-0.1,-0.01,-0.04,0.23,0.25,-0.07,0.1
"potI",-0.21,-0.41,-0.04,-0.16,0.08,-0.08,-0.16,1.51,0,-0.06,-0.02,0.02,0.13,0.21,-0.15,-0.17
"ybjO",0.25,-0.18,-0.03,-0.05,-0.07,0.07,-0.46,0.09,-0.13,-0.29,-0.2,0.11,0.01,-0.25,-0.37,-0.33
"rlmC",-0.19,-0.25,-0.04,0.22,-0.19,-0.58,-0.53,0.48,-0.02,0.16,0.38,0.03,0.04,-0.05,0.62,0.42
"artJ",-1.94,-1.2,-2.08,-0.97,-0.08,-2.91,-2.67,-1.89,-0.94,-1.26,0.26,1.49,0.02,-0.04,-0.19,0.07
"artM",0.06,0.27,0.03,-0.39,0.18,0.2,0.12,0.16,0.57,0.72,1.03,0.68,-0.15,-0.02,-0.25,0.07
"artQ",0.58,0.16,-0.15,-0.12,-0.03,0.06,-0.12,0.06,0.11,-0.03,0.3,-0.01,-0.21,0.01,-0.18,-0.11
"artI",0.36,0.3,-0.71,-0.05,0.81,0.16,0.84,0.35,0.66,1.04,1.47,1.5,-0.16,-0.08,-0.23,0.1
"artP",0.39,-0.06,-0.35,-0.42,0.29,-0.38,0.27,-1.17,0.48,0.83,1.33,1.59,-0.11,0.11,-0.24,0.12
"ybjP",0.75,0.23,-0.08,0.01,1.21,0.94,1.56,0.2,0.58,0.6,0.35,0.11,0.49,0.03,-0.01,0.2
"ybjQ",0.14,0,0.15,-0.14,-0.02,0.09,0.26,0.13,0.27,0.07,-0.03,0.1,-0.3,-0.25,0.04,-0.16
"amiD",0.02,-0.29,0.11,-0.44,-0.07,0.09,0,-0.5,0.1,-0.16,0.17,0.03,-0.07,-0.23,-0.01,-0.09
"ybjS",-0.39,-0.41,-0.34,-0.22,-0.02,0.02,-0.34,0.06,-0.18,-0.12,0.11,0.04,-0.3,0.04,0.18,-0.11
"ybjT",-0.31,-0.8,-0.35,-0.09,0.05,0.93,0.01,0.17,-0.55,-0.39,-0.4,-0.33,-0.08,-0.21,-0.1,-0.11
"ltaE",0.29,-0.5,-0.35,-0.53,0.16,1.71,0.8,-0.04,-0.06,-0.06,-0.14,0.4,-0.2,-0.28,0.06,-0.17
"poxB",1.32,-0.3,-1.32,-0.21,1.19,1.87,2.11,1.49,0.67,0.62,0.12,-0.31,0.04,-0.14,-0.11,0.24
"hcr",-0.09,0.18,0.63,0.72,0.26,0.2,0.23,0.56,0.09,0.14,0.19,0.19,0.11,0.06,-0.09,0.15
"hcp",0.04,-0.22,0.1,0.09,-0.13,-0.2,0.13,0.09,-0.09,-0.01,-0.17,0,0.16,0.3,0.22,0.2
"lysO",-0.74,-0.77,-0.56,-0.29,-0.74,-0.46,-1.41,-1.28,-0.43,-0.31,0.07,0.52,0.03,-0.46,-0.13,-0.22
"aqpZ",-0.19,-0.03,-0.04,-0.22,0.46,0.01,-0.22,0.05,0.04,-0.01,0.01,-0.01,-0.02,-0.04,-0.16,0.07
"ybjD",-0.01,-0.12,-0.05,0.23,-0.1,0.15,-0.23,0.43,0.26,0.19,0.24,0.13,0.14,0.05,-0.18,-0.12
"ybjX",-0.27,-0.16,-0.81,-0.57,0.09,-0.88,-0.16,-0.67,0.57,0.5,0.3,0.3,-0.46,-0.44,-0.32,-0.36
"macA",-0.24,0.08,0.2,-0.25,0.09,0.27,0.32,-0.48,0.08,0.22,0.37,0.14,-0.06,0.08,0.14,-0.05
"macB",0.34,0.03,0.11,0.26,0.1,0.19,0.19,0.19,0.3,-0.14,-0.03,0.06,0.44,0.24,0.38,0.12
"cspD",0,-0.27,0.05,-0.07,0.46,0.73,0.6,0.17,-0.1,-0.03,-0.14,-0.52,0.13,-0.02,-0.29,0.14
"clpS",-0.49,0.03,-0.54,-0.09,0.1,0.03,0.14,-0.17,-0.14,0.38,0.21,0.63,-0.28,-0.35,-0.41,-0.15
"clpA",-0.05,-0.39,-0.07,-0.3,0.14,0.9,0.42,-0.26,-0.03,0.13,0.15,-0.06,-0.43,-0.63,-0.56,-0.81
"infA",0.03,0.2,-0.18,-0.21,0.29,0.38,0.95,0.6,0.38,0.72,0.97,0.35,-0.27,-0.25,0.05,0.1
"aat",0.17,-0.1,-0.02,-0.26,-0.26,-0.29,-0.18,-0.85,-0.22,-0.03,-0.11,0.07,-1,0.32,-0.66,-0.53
"cydC",0.78,0.72,0.63,0.19,0.13,0.11,0.24,0.52,0.05,-0.47,0.04,0.26,-0.26,-0.05,0.15,0.14
"cydD",0.99,1.02,1.05,0.95,0.14,0.11,0.62,0.02,0.13,0.19,-0.05,0.17,0.14,0.07,0.27,0.21
"trxB",1.45,1.2,1.76,1.55,0.66,0.88,1.27,0.06,0.51,0.48,0.76,0.93,-0.64,-0.47,-0.53,-0.55
"lrp",-0.74,-0.06,-0.21,-0.11,0.57,-0.32,0.01,0.24,-0.12,-0.36,-0.44,-0.55,-0.28,-0.33,-0.18,-0.29
"lolA",0.84,0.68,1,0.22,-0.05,0.22,0,-0.47,0.27,0.52,0.3,0.38,0,0.27,0.26,0.14
"rarA",0.49,0.32,0.33,0.04,-0.31,0.21,-0.54,-0.67,-0.18,0.2,0.05,-0.21,0.03,-0.07,0.14,0.1
"serS",-0.98,-1.27,-1.34,-0.84,-0.44,-0.48,-0.82,-0.37,-0.5,-0.59,-0.38,-0.06,-0.26,-0.28,0.14,-0.37
"dmsA",0.26,0.3,0.39,0.29,-0.51,-0.45,-1.2,0.18,-0.31,-0.17,-0.2,0.02,0.17,0.17,0.36,0
"dmsB",0.11,0.14,-0.08,0.21,0.08,0.17,-0.17,0.6,0.07,0.08,0.03,0.07,0.08,0.1,0.16,-0.13
"dmsC",-0.13,-0.27,-0.33,-0.05,0.24,0.29,0.27,0.13,0.01,0.16,-0.3,-0.35,-0.04,-0.19,-0.12,-0.06
"ycaC",0.93,0.45,-0.56,0.04,0.94,1.09,1.55,1,0.28,0.85,0.65,-0.11,-0.39,-1.11,-0.97,-0.72
"ycaD",0.05,0.16,0.19,0.35,0.1,0.14,0.5,0.96,-0.25,-0.14,-0.19,-0.5,0.23,-0.24,-0.49,-0.12
"ycaM",0.02,-0.19,0.04,0.14,-0.11,0.01,0.19,0.38,-0.3,-0.2,-0.35,-0.47,0.46,0.07,0.03,0.13
"ycaN",-0.16,-0.39,0.11,-0.06,-0.02,0.31,-0.37,0.22,-0.09,0.06,-0.12,0.04,0.28,-0.04,-0.25,0.15
"ycaK",-0.06,-0.06,-0.49,-0.01,0.11,0.18,-0.15,0.24,-0.24,-0.17,-0.12,0.15,-0.28,0.04,-0.24,-0.43
"pflA",1.71,1.31,1.23,0.35,0.89,1.68,1.61,-0.32,0.59,0.68,1.19,1.05,0.09,0.39,0.31,0.43
"pflB",-0.25,-0.11,-0.62,-0.27,0.02,-0.16,0.24,-0.03,-0.03,-0.09,-0.21,-0.66,0.11,0.04,0.36,0.42
"focA",0.55,0.06,0.27,0.01,-1.37,-0.47,-0.66,-1.19,0.16,0.28,0.01,-0.2,0,0.44,0.47,0.61
"ycaO",0.02,0.7,0.76,0.52,-0.15,-0.01,0.52,0.29,-0.05,0.19,0.46,0.13,-0.01,-0.05,-0.08,-0.02
"ycaP",0.46,-0.49,-0.21,0.08,0.54,1.24,0.76,-0.17,0.06,0.25,-0.42,-0.72,-0.06,-0.2,-0.09,0.16
"serC",-0.64,-0.12,0.47,0.4,-0.14,-0.27,0.04,0.32,-0.06,-0.14,-0.37,-0.33,-0.5,-0.35,-0.33,-0.27
"aroA",-0.23,-0.25,0.21,0.6,-0.28,0.01,0.18,-0.48,-0.24,-0.5,-0.36,-0.21,-0.19,-0.01,-0.04,-0.06
"ycaL",-0.09,0.2,0.14,0.26,0.22,-0.1,0.26,0.08,0.29,0.46,-0.12,-0.21,-0.05,-0.34,-0.01,0.04
"cmk",-0.24,0.05,-0.48,0.06,0.14,-0.24,0.54,0.13,-0.11,0.34,0.38,0.4,-0.13,-0.24,0.04,-0.25
"rpsA",0.06,-0.06,-0.14,-0.53,0.4,-0.04,0.17,-0.72,0.07,0.48,0.22,0.05,-0.26,0.19,0.25,-0.1
"msbA",-0.21,-0.62,-0.16,-0.46,-0.53,-0.24,-0.2,-0.63,0.03,0.31,0.05,-0.19,0.05,-0.33,-0.4,-0.22
"lpxK",0.07,-0.38,-0.01,-0.28,-0.45,-0.18,-0.44,-0.84,-0.09,-0.08,-0.04,-0.01,0.07,0.57,-0.06,-0.04
"ycaQ",-0.24,-0.56,-0.27,0.23,-0.01,0.04,-0.73,-0.24,0.09,0.03,0.22,0.11,0.2,0.01,0.22,-0.03
"ycaR",0.22,0.12,0.16,0.17,-0.11,-0.02,-0.17,-0.12,-0.14,-0.07,0.06,0.09,0.47,0.19,0.16,-0.05
"kdsB",0.14,-0.08,0.55,0.13,0.01,-0.16,-0.21,-0.68,0.33,-0.04,-0.07,0.13,0.2,0.06,0.27,0.21
"ycbJ",-0.12,-0.3,-0.21,-0.04,-0.46,-0.51,-1.14,-1.2,-0.02,0.06,0.02,0.11,-0.13,-0.02,-0.19,-0.03
"elyC",-0.31,-0.37,-0.22,0.06,-0.3,-0.13,-0.68,-0.36,0.08,0.09,0.15,0.08,0.4,0.4,0.13,0.02
"cmoM",-0.39,-0.64,-0.36,-0.52,-0.68,-0.52,-0.71,-0.74,-0.2,-0.26,-0.48,-0.25,-0.16,-0.12,0.13,-0.11
"mukF",-0.61,-0.67,-0.36,-0.26,-0.38,-0.32,-0.73,-0.45,-0.26,-0.09,-0.36,-0.24,-0.07,0.35,0.27,0.1
"mukE",-1.17,-0.78,-1.2,-0.45,-0.61,-0.76,-1.11,-0.37,-0.65,-0.91,-0.56,-0.38,-0.12,-0.27,-0.38,-0.24
"mukB",-1.3,-1,-0.95,-0.43,-0.57,-0.75,-1.27,-1.24,-0.57,-0.77,-1.2,-1.16,-0.34,-0.07,-0.38,-0.14
"ldtD",-0.37,-1.02,-0.56,-0.3,-0.04,0.07,-0.52,-0.73,-0.08,-0.18,-0.33,-0.27,-0.34,-0.06,0.11,0.06
"mepK",-3.23,-2.05,-2.01,-0.74,-1.71,-2.45,-1.72,-0.9,-0.85,-1.19,-0.98,-0.86,-0.39,-0.42,-0.41,-0.19
"gloC",-2.03,-0.96,-0.81,-0.98,-1.05,-1.48,-1.55,-0.47,-0.2,-0.85,-0.68,-0.09,0.05,-0.35,0.02,-0.3
"aspC",-0.99,-0.78,-0.36,-0.58,-0.13,-0.51,-0.78,-0.57,0.09,0,-0.17,-0.49,-0.44,-0.46,-0.4,-0.05
"ompF",-3.64,-3.46,-3.4,-2.64,-0.77,-1.75,-3.01,-1.99,-0.15,-0.54,-1.13,-1.56,-0.88,-0.97,-0.96,-0.72
"asnS",-0.09,-0.37,0.04,-0.48,-0.16,-0.29,-0.07,-1.43,-0.41,-0.71,-0.41,-0.33,-0.57,-0.31,-0.19,-0.31
"pncB",0.03,0,-0.23,0.14,-0.41,-0.32,-0.02,-0.7,-0.88,-0.86,-0.68,-0.5,-0.6,-0.27,-0.06,-0.18
"pepN",-1.47,-0.88,-1.17,-0.47,-0.29,-0.35,-0.3,-0.97,-0.38,-0.63,-1.17,-0.7,-0.34,-0.06,-0.19,0.2
"ssuB",-0.1,-0.25,-0.23,0.26,-0.25,-0.24,0.07,-0.34,-0.31,-0.29,-0.38,0.22,0.32,0.08,-0.07,-0.01
"ssuC",-0.15,0.53,0.22,-0.02,0.06,0.02,0.23,0.03,-0.18,-0.19,-0.18,-0.02,0.1,0.1,0.04,-0.05
"ssuD",0.03,0.23,0.25,0.26,0.07,-0.05,-0.12,0.24,-0.03,0.14,-0.17,0.08,0.06,0.07,0.05,-0.21
"ssuA",0.08,0.45,-0.07,0.02,-0.05,-0.13,-0.34,-0.03,-0.67,-0.27,-0.36,0.02,-0.26,0.04,-0.1,-0.27
"ssuE",-0.11,0.22,-0.14,0.11,0.2,-0.51,-0.47,0.13,-0.13,-0.06,-0.24,0.04,-0.03,0.04,0.01,0
"elfD",0.07,-0.07,0.4,-0.06,-0.01,0.41,0.55,0.35,0.02,0.22,0.1,0.29,0.04,-0.1,-0.04,-0.03
"elfC",-0.07,-0.21,0.25,0.25,-0.14,0.04,0.02,-0.37,-0.15,0.13,-0.02,-0.19,0.12,0.08,0.05,0.15
"elfG",0.04,-0.1,-0.27,0.14,-0.02,-0.08,-0.44,0.22,-0.19,-0.18,-0.29,-0.28,-0.02,0.06,-0.19,-0.12
"ycbU",0.42,0.05,0.1,0.08,-0.11,0.18,-0.16,-0.3,-0.13,0.04,-0.13,0.07,0.1,0.35,0.14,0.25
"ycbV",0.42,0.03,-0.1,0.18,-0.11,-0.17,-0.2,0.29,-0.07,0.03,-0.17,0.22,-0.26,-0.03,0.29,0.19
"ycbF",-0.2,-0.28,-0.17,-0.1,-0.59,-0.22,-0.88,-0.18,-0.21,-0.46,-0.34,-0.48,0.25,0.25,-0.06,0.05
"pyrD",-0.78,-0.79,-0.69,-0.7,-0.75,-0.66,-1.52,-1.61,-0.34,-0.2,-0.17,0.4,0.42,0.25,0.44,0.18
"zapC",-0.82,-0.24,-0.82,-0.29,-0.64,-1.01,-1.09,-0.27,-0.31,-0.26,-0.25,-0.18,0.26,0.13,-0.08,-0.56
"ycbX",-0.98,-0.6,-0.66,-0.61,-0.55,-0.91,-0.55,-0.59,-0.14,-0.32,-0.1,-0.4,0.01,0.07,-0.46,-0.04
"rlmL",-0.54,-0.92,-0.54,-0.38,-1,-0.46,-0.87,-0.74,-0.06,-0.14,-0.3,-0.14,-0.01,0.07,-0.21,-0.02
"uup",-1.2,-1.41,-1.47,-0.99,-0.2,-0.65,-0.64,-0.26,-0.43,-0.59,-0.61,-0.72,-0.07,-0.2,-0.23,-0.15
"pqiA",-0.33,-0.47,-0.19,0.26,-0.36,-0.16,-0.53,-0.27,0.08,-0.04,-0.09,-0.22,-0.15,0,-0.05,-0.12
"pqiB",-0.38,-1.09,-0.84,-0.47,-0.53,-0.28,-0.81,-0.82,-0.08,0.09,-0.18,-0.27,0.01,0.21,0.16,0.08
"pqiC",-0.28,-0.72,-0.74,-0.33,-0.03,-0.33,-0.11,-0.08,0.04,-0.01,-0.19,-0.3,-0.08,-0.16,0.25,-0.04
"rmf",0.42,-0.09,-0.53,-0.65,0.3,-0.26,0.26,0.15,-0.13,-0.29,-0.16,-0.61,-0.36,-0.01,0.01,-0.17
"fabA",-0.56,-1.06,-1,-1.15,-0.64,-1.12,-0.99,-0.63,-0.2,-0.03,0.1,-0.12,-0.8,-0.18,-0.54,-0.37
"ycbZ",0.61,0.19,-0.26,-0.36,-0.18,-0.02,0.2,-0.65,0.37,0.53,0.71,0.45,0.09,0.04,0.32,-0.12
"matP",-0.6,-0.25,-0.82,-0.08,0.07,-0.22,-0.11,0.24,-0.1,0.16,-0.23,-0.23,-0.08,-0.13,0.08,-0.03
"ompA",0.14,0.4,0.12,0.15,0.01,0.35,0.38,-0.92,-0.01,0.13,0.17,0.28,0.06,-0.25,-0.33,-0.43
"sulA",4.33,3.55,3.21,3.35,-0.2,-0.27,-0.05,0.18,1.56,2.17,2.7,2.96,0.06,1.07,1.96,2.02
"sxy",0.22,-0.05,0.66,0.02,-0.12,0.21,-0.32,-0.17,-0.07,-0.07,0.09,-0.02,0.23,0.1,0.39,0.16
"yccS",0.54,0.44,0.71,0.53,-0.43,0.22,0.11,-0.39,0.15,0.15,0.49,0.51,-0.02,-0.11,0.13,0.01
"yccF",0.68,0.46,0.75,0.2,-0.29,-0.36,0.45,-0.41,-0.11,-0.08,0.29,0.05,-0.32,-0.11,0.06,-0.12
"helD",0.1,0.22,0.6,0.23,-0.31,0.17,0.06,-0.6,-0.31,-0.29,0.04,0.05,-0.18,0.08,-0.07,-0.09
"mgsA",-0.29,-0.15,0.05,-0.12,-0.26,-0.45,0.03,-0.8,0.02,-0.24,-0.4,-0.21,-0.19,-0.12,-0.05,-0.18
"yccT",0.04,-0.12,-0.1,0.03,-0.02,0.08,-0.16,-0.05,0.06,0.17,-0.02,-0.15,-0.08,0.12,0.47,0.17
"yccU",0.38,-0.1,0.17,-0.14,0.67,0.47,0.68,0.25,0.63,0.71,0.44,0.28,0.05,0.08,-0.69,0.23
"hspQ",0.98,0.34,0.07,0.14,1.03,1.07,0.92,0.31,0.56,0.61,0.47,0.92,0.42,-0.16,0.2,0.26
"rlmI",-0.21,0.21,0.24,-0.16,-0.47,-0.23,-0.22,0.13,-0.07,0.1,0.15,0,-0.46,-0.53,-0.39,-0.19
"yccX",0.18,0.37,0.01,-0.02,0.06,-0.18,0.66,0.32,-0.28,-0.13,-0.14,-0.09,-0.29,-0.26,-0.11,-0.15
"tusE",1.14,0.59,1.02,0.27,0.21,0.78,1.02,-0.34,0,-0.09,0.17,0.58,-0.18,0.19,-0.16,0.13
"yccA",0.77,0.67,0.33,0.15,0.4,0.48,0.52,-1.52,0.29,-0.53,-0.11,0.02,0,-0.08,-0.4,0.01
"hyaA",0.07,0.03,0.34,-0.06,0.21,0.02,0.15,-0.01,0.03,-0.19,-0.23,0.06,0.41,0.29,0.29,-0.12
"hyaB",-0.21,0.32,0.17,0.28,0.11,0.12,0.22,0.59,-0.26,-0.03,-0.25,-0.25,0.03,-0.07,0.66,-0.08
"hyaC",0.14,0.29,0.06,0.46,-0.08,-0.17,0.12,0,-0.07,0.13,0.18,0.44,-0.01,0.12,-0.01,0.06
"hyaD",0.11,0.2,0.16,0.14,0.07,0.15,0.08,0.1,-0.1,0,-0.5,-0.32,0.24,0.12,0.14,0.14
"hyaE",-0.04,-0.21,0.12,-0.01,-0.13,0.07,-0.15,-0.4,-0.06,-0.09,0.04,-0.05,0.23,0.08,0.44,0.03
"hyaF",0.23,0.22,0.27,0.21,0.33,0.06,0.21,0.25,-0.1,-0.27,-0.24,-0.11,0.41,0.24,0.17,0.1
"appC",0.33,0.43,0.45,0.61,0.13,0.05,0.85,1.7,0,0.03,-0.04,0.01,0.12,0.46,0.2,0.07
"appB",0.17,0.35,0.3,0.29,0.08,-0.19,0.24,0.59,-0.03,-0.15,0.07,-0.1,0.28,0.24,0.41,-0.05
"appA",0.04,0.21,0.23,0.22,0.28,0.18,0.6,0.15,0.27,0.3,0.42,0.32,0.1,-0.03,0.14,0.33
"etk",0.34,-0.44,0,-0.05,-0.03,0.48,0.41,0.1,-0.06,0.01,-0.28,-0.25,0.02,0.05,0.22,-0.24
"etp",0,-0.24,0.08,-0.22,-0.03,0.07,0.15,0.43,0.03,0.01,0.04,0.35,0.04,0.57,-0.02,-0.01
"gfcE",0.03,0.33,-0.04,0.08,0.05,0.11,0.34,0.13,-0.28,-0.17,0.02,-0.3,0.37,-0.06,-0.1,-0.1
"gfcD",0.05,-0.1,0.11,0.27,0.2,0.38,-0.12,-0.22,0.22,0.14,-0.05,0.06,-0.05,0.11,-0.09,-0.1
"gfcC",-0.33,-0.16,-0.18,0.13,-0.06,-0.31,0.1,-0.36,-0.1,0.2,0.1,-0.08,0.04,-0.08,-0.11,-0.18
"gfcB",-0.33,-0.56,-0.06,-0.03,-0.25,0.19,-0.12,0.39,-0.24,0.05,0.11,0.3,-0.08,0.22,-0.03,0.14
"gfcA",0.64,0.09,0.9,0.1,0.23,0.72,0.63,0.29,-0.1,0.02,0.06,-0.16,-0.15,-0.11,-0.17,-0.74
"insB4",0.05,0.13,0.13,-0.18,-0.47,0.24,-0.47,-0.61,0,0.12,0.36,0.07,0.14,0.25,0.17,0.13
"cspH",-0.25,-0.5,0.06,0.07,-0.56,0,-1.41,0.53,0.22,0.16,0.16,0.27,0.18,-0.39,0.59,0.17
"cspG",-0.65,-0.63,-0.18,0.48,-1.04,-0.18,-1.75,0.33,0.11,0.08,0.14,-0.02,0.15,-0.05,-0.23,0.02
"ymcE",-0.37,-0.57,-0.4,0.06,-0.06,-0.41,-0.14,0.41,0.12,0.04,-0.01,-0.4,-0.11,0,0.42,-0.08
"yccM",0.23,-0.02,0.06,0.04,-0.15,-0.02,-0.35,-0.15,0.01,0.09,-0.12,-0.06,0.74,0.02,-0.11,0.17
"torS",0.14,0.05,0.19,0.25,-0.03,0.07,-0.19,0.09,0.04,0.04,-0.09,0,0.12,0.04,0.25,0.14
"torT",0.33,0.11,0.62,0.46,0.11,-0.16,-0.1,0.11,-0.25,-0.27,0.01,-0.02,0.47,-0.08,0.25,0.11
"torR",0.19,0.18,0.53,-0.05,0.08,-0.18,0.48,0.85,-0.05,-0.2,0.2,0.28,-0.17,0.29,-0.07,0
"torC",-0.02,0.18,0.24,0.3,0.23,-0.12,0.06,0.81,-0.26,-0.39,-0.15,-0.26,0.39,0.1,0.24,0.35
"torA",0.12,0.24,0.3,0.44,0.19,0.07,0.32,0.74,-0.16,-0.23,-0.42,-0.23,0.18,0.09,0.1,0.05
"torD",0.29,0.64,0.45,0.04,0.47,-0.08,0.18,0.76,-0.12,-0.13,0.08,-0.24,0.19,-0.26,0.06,-0.12
"cbpM",-0.49,-0.05,0.41,0.45,0.45,0.16,0.58,-0.03,0.2,-0.07,-0.09,-0.19,0.01,-0.19,0.12,0.2
"cbpA",0.05,-0.2,-0.21,-0.37,0.17,0.79,0.61,-0.14,-0.25,-0.2,-0.18,0.05,-0.17,-0.04,0.19,0.08
"yccE",-0.83,0.94,-0.2,-0.21,0.09,-0.07,-0.29,0.5,-0.33,-0.13,0.01,-0.09,0.28,0.35,0.52,0.2
"agp",0.29,-0.08,-0.07,-0.26,0.49,0.16,0.27,-0.49,0.16,-0.26,-0.19,-0.25,-0.3,-0.21,-0.53,-0.24
"yccJ",0.65,-0.31,-0.13,-0.42,-0.01,0.07,0.68,0.08,0.3,0.33,0.1,-0.33,-0.02,0.23,0.02,0.04
"wrbA",0.59,-0.45,-0.95,-0.53,0.47,1.15,1.45,-0.34,0.12,0.22,0.05,-0.29,-0.45,-0.58,-0.82,-0.65
"rutG",0.08,0.28,-0.11,0.39,0.27,0.18,0.27,0.62,-0.27,-0.09,-0.19,-0.3,0.07,0.04,-0.06,0.01
"rutF",0.11,0,0.12,-0.03,-0.09,0.1,0.11,-0.66,0.32,0.11,0.12,0.11,-0.58,-0.25,-0.42,0.18
"rutE",0.2,0.04,0.04,0.21,-0.02,0.14,0.23,-0.04,-0.01,0.07,0.06,0.24,0.78,0.39,0.25,0
"rutD",-0.11,0.25,0.01,0.05,0.04,0.22,0.32,1.75,0.2,0.1,0.02,0.19,0.36,0,0.26,-0.1
"rutC",0.15,-0.18,0.04,0.08,-0.04,0.1,0.4,0.16,0.12,0.16,0.18,0.16,0.01,-0.18,-0.36,-0.05
"rutB",-0.27,0.11,0.17,-0.1,-0.21,0.1,-0.01,-0.13,-0.11,0.17,0.21,0.02,0.14,0.13,0.11,-0.07
"rutA",-0.07,0.27,0.17,0.14,0.18,-0.11,-0.02,-0.11,-0.5,-0.1,0.04,1.01,0.04,-0.13,-0.44,-0.37
"rutR",0.27,0.47,0.58,0.24,0.69,0.49,1.03,0.36,0.34,0.32,0.38,0.21,-0.35,-0.27,-0.5,-0.32
"putA",-0.4,1.17,0.05,0.25,-0.12,-0.26,-0.18,0.18,-0.11,-0.04,0.02,0.23,-0.27,-0.14,-0.12,0
"putP",-0.96,-0.73,-0.46,-0.48,-0.73,-1.42,-1.67,-0.52,-0.72,-0.81,-0.79,-0.37,-0.24,0.28,-0.08,0.05
"efeO",-1.38,-1.12,-0.65,-0.7,-1.3,-1.82,-1.96,-0.99,0.25,0.07,0.35,0.3,-0.43,-0.41,-0.42,-0.17
"phoH",0.66,0.31,0.04,-0.3,1.9,1.72,1.85,0.04,-0.17,-0.09,-0.19,-0.54,0.06,0.12,0.15,0.07
"pgaD",-0.04,-0.17,0.03,-0.02,0.46,0.97,0.36,0.12,0.2,0.12,0.1,0.14,0.06,-0.23,-0.06,0.06
"pgaC",-0.03,0.11,-0.22,-0.14,-0.09,0.64,0.1,-0.09,-0.32,-0.3,0.24,0.93,0.13,-0.4,-0.33,-0.36
"pgaB",-0.04,0.53,0.43,0.11,0.1,-0.37,0.01,0.63,0.12,0.11,0.19,-0.01,0.56,-0.25,0.02,-0.33
"pgaA",0.15,-0.07,-0.04,0.29,-0.28,-0.27,-0.14,-0.24,-0.36,-0.18,-0.28,-0.15,0.41,0.31,0.42,0.03
"dgcT",0.02,-0.41,0.12,0.69,-0.07,-0.26,-0.81,-0.12,0.14,0.07,0.05,0.65,-0.19,-0.08,-0.17,0.04
"insF4",-0.31,-0.29,-0.28,-0.22,-0.61,-0.5,-1.03,-0.39,-0.02,-0.06,0.04,0.16,-0.26,0.04,-0.24,-0.11
"insE4",0.13,0.25,0.11,0.05,-0.05,-0.1,0.3,-0.08,0.08,-0.05,0.04,0.18,-0.22,-0.03,0.1,0.04
"ymdE",0.4,0.11,0.26,0.23,0.31,0,0.03,0.81,0.21,0.08,0.02,0.48,0.01,-0.04,1.62,-0.13
"ycdU",0.12,-0.04,0.32,0.27,0.01,0.15,0.13,0.2,-0.18,0.03,-0.13,-0.14,0.07,0.07,0.28,0.08
"ghrA",-0.42,-0.04,0.47,-0.06,-0.09,-0.6,-0.07,-0.14,-0.33,-0.38,-0.64,-0.57,-0.21,-0.18,0.11,-0.09
"ycdX",0.15,0.23,0.08,-0.18,-0.09,-0.06,0.23,-0.26,0.05,0.36,0.18,0.24,0.19,0.24,0.24,0.23
"ycdY",0.16,0.19,0.44,0.03,0.1,0.06,0.51,-0.2,0.33,0.27,0.29,0.16,-0.06,-0.39,0.05,-0.04
"ycdZ",0.45,0.22,0.19,0.06,0.06,0.27,0.53,-0.24,0.03,0.37,0.35,0.28,-0.15,-0.12,-0.48,-0.33
"csgG",-0.28,0.07,0.12,-0.06,0.12,0.14,-0.12,0.34,-0.11,-0.09,0.01,-0.02,-0.04,0.14,0.07,-0.19
"csgF",-0.19,-0.39,-0.64,-0.01,-0.2,-0.26,-0.54,0.3,-0.24,-0.41,-0.32,-0.09,-0.11,0.28,-0.13,-0.04
"csgE",-0.24,-0.17,-0.08,0.14,-0.05,-0.27,-0.44,0.08,-0.53,-0.7,-0.51,-0.38,-0.01,-0.27,-0.2,-0.03
"csgD",-0.69,-0.52,-1.34,-0.38,-0.04,-0.3,-0.33,0.24,-1.23,-1.19,-1.14,-1.1,0.06,-0.34,-0.37,-0.33
"csgB",-0.02,-0.13,0.08,0.01,0.18,0.04,0.05,0.15,-0.03,-0.08,-0.14,-0.03,-0.08,0.03,-0.07,0.13
"csgA",-0.19,0.18,-0.28,0,0.03,0.2,0.2,0.3,-0.04,0.09,-0.13,0.02,-0.25,-0.14,-0.15,-0.11
"csgC",0.14,-0.13,-0.02,0.11,0.15,0.32,0.24,0.53,0.04,0.08,0,-0.08,0.03,-0.17,-0.25,-0.09
"ymdA",-0.05,-0.01,-0.07,-0.07,0.07,-0.09,-1.01,0.25,-0.36,-0.34,-0.32,-0.44,0.06,0.04,-0.15,-0.3
"ymdB",-0.05,-0.09,0,-0.2,0.06,-0.03,-0.29,0.01,0.23,0.06,-0.12,-0.33,-0.37,-0.17,-0.48,-0.03
