"","0","0 | 1","0 | 2","0 | 3","0 | 4","21600","21600 | 1","21600 | 2","21600 | 3","21600 | 4"
"fixX",0.6263,0.7843,0.6666,0.688,0.6253,0.5616,0.648,0.6312,0.7699,0.6445
"leuO",1.4995,1.5787,1.8348,1.7867,1.6727,1.8104,1.3884,1.7439,1.4734,1.5654
"oppF",5.3491,5.0639,5.0409,4.947,5.3661,5.2448,5.7075,5.2146,5.6394,5.6295
"hflX",5.7264,5.6916,5.4583,5.4206,5.4796,5.7163,5.4956,5.6678,5.5612,5.4691
"entB",3.7782,4.0318,5.0683,3.2044,3.0411,4.6515,3.7669,4.4753,4.0879,3.8578
"torT",2.1717,2.2555,1.5548,2.1184,2.3069,2.4956,2.4515,2.4322,2.4611,2.5299
"cysJ",1.7239,1.6254,1.5296,1.9491,2.5132,2.3382,2.1566,2.2662,2.1347,2.1616
"yafC",2.9566,3.0067,2.8634,2.8762,2.7954,3.337,2.7745,3.2026,2.7201,2.6924
"yfcS",0.4485,0.474,0.4519,0.4111,0.5163,0.4097,0.4393,0.4617,0.3982,0.5405
"dnaN",3.8115,3.3015,3.7819,3.6218,3.6573,3.0999,3.8891,3.7074,3.9057,3.9037
"ynbC",0.4751,0.4079,0.5168,0.4355,0.4344,0.4802,0.5679,0.4489,0.5302,0.5807
"rpmI",7.337,7.5795,7.3217,7.3811,7.3217,7.6297,7.2912,7.5173,7.2366,7.4405
"pgk",6.1311,6.0233,6.1737,6.1027,6.0111,6.1204,6.2249,5.9646,6.2529,6.1241
"yaiI",3.6713,3.7,3.4455,3.5309,3.6952,3.7074,3.6158,3.7012,3.5457,3.6629
"nuoL",5.9584,6.0968,5.8541,5.7661,5.8622,6.1311,6.0517,6.0933,5.9037,6.2368
"parC",4.039,3.8184,3.9195,3.7805,3.9571,3.7658,4.1974,4.1066,4.1941,4.1383
"dsbB",3.6537,3.9279,4.1854,4.0603,3.937,4.193,3.6178,4.0283,3.5343,3.6064
"bssR",5.0477,5.2052,3.557,4.1759,4.7926,5.1785,4.5461,4.9072,5.0306,4.5642
"ygiF",4.8406,4.8186,4.9654,4.8546,4.7431,4.8878,4.715,4.9107,4.6427,4.7193
"rplI",6.2051,6.3618,6.5274,6.4025,6.4838,6.3885,6.1837,6.3974,6.1125,6.3016
"hypA",1.9791,1.8175,1.8032,1.9837,2.097,2.5327,2.0373,2.4133,2.1574,2.078
"dacD",1.1971,1.4637,1.2006,1.1916,1.1202,1.4862,1.0987,1.3302,1.0952,1.1379
"yfeO",2.0448,1.8682,1.4972,1.7218,1.7875,1.7976,2.2394,1.6888,2.3243,2.116
"yfcJ",0.9293,1.3215,1.4338,1.2811,1.1379,1.2682,0.883,1.1853,0.9962,0.9243
"adeD",2.5075,2.7857,2.6307,2.8971,2.4805,2.7032,2.3052,2.6687,2.6955,2.2844
"endA",0.8778,0.5214,0.8753,0.6925,0.7507,0.5115,0.7374,0.5731,0.663,0.6901
"tpr",0.9061,0.9421,1.4795,1.0964,0.8885,1.1119,0.7353,1.0015,0.9045,0.747
"ygiD",2.6036,2.8496,2.3738,2.6999,2.6162,2.708,2.5184,2.8721,2.4209,2.6379
"idnD",4.3522,4.4526,3.8555,4.465,4.3973,4.6573,4.4423,4.5909,4.4362,4.5365
"ycaK",0.3477,0.4412,0.4272,0.3752,0.3579,0.409,0.3232,0.3827,0.3937,0.307
"digH",2.6006,2.7025,2.6912,2.8203,2.708,2.7887,3.0041,2.865,2.8184,2.8229
"yehA",0.5899,0.4245,0.4476,0.4887,0.5663,0.4761,0.6406,0.4595,0.6595,0.6028
"qorA",3.5833,3.0303,3.3161,3.8335,3.4546,2.8248,4.0331,3.6103,3.9066,3.9317
"cydB",5.9064,6.1092,5.7019,6.0079,5.851,6.2368,6.2084,6.2189,6.2946,6.3974
"pgpA",2.7954,2.9968,2.6602,2.5435,2.892,2.8563,3.1259,2.8913,3.0591,3.1921
"arsR",0.9305,1.2171,1.1109,1.0748,1.0628,0.9939,0.8976,0.9017,0.8688,0.7815
"atpD",6.3974,6.2498,6.5102,6.1597,6.2368,6.1572,6.3465,6.1956,6.5024,6.3307
"ompA",1.284,1.4468,1.1206,1.1084,1.0502,1.423,1.3156,1.2498,1.0628,1.5851
"yobA",4.0306,3.8483,3.7839,3.5961,3.8705,3.6678,4.3292,3.7325,4.1636,4.154
"eutN",0.4837,0.3941,0.3928,0.4687,0.5158,0.4727,0.5429,0.621,0.6324,0.4802
"secG",6.0635,6.1311,5.9646,5.9103,6.0008,5.7128,5.7375,5.4766,5.6086,5.682
"ycgB",0.8858,0.6517,0.6638,0.8151,1.0008,0.5961,1.1294,0.8134,1.0776,1.088
"glnL",1.5241,0.8407,1.1911,1.1299,1.3015,0.6373,1.8654,1.1342,1.7627,1.8493
"ydhP",2.0109,2.0862,1.9418,1.8065,1.965,2.0714,2.0084,1.9791,2.1267,2.1481
"ppiC",1.931,2.0821,2.463,2.5327,2.1889,2.5209,1.9561,2.0268,1.9263,1.9105
"nrfC",0.6564,0.5925,0.7663,0.6973,0.7131,0.9134,0.9658,1.0048,1.0547,0.8267
"ybdJ",3.745,4.1759,4.1974,4.0419,3.8568,4.5527,3.4615,4.2588,3.3793,3.6028
"yhdW",2.0179,1.7447,1.8851,2.24,2.139,2.1481,2.1687,2.1402,2.2257,2.2059
"iadA",3.127,3.4286,2.9856,3.2415,3.2239,3.6971,3.4901,3.3857,3.557,3.6042
"frmR",4.0574,3.8954,4.3155,3.9195,3.9208,3.8815,3.8755,3.9972,3.87,3.9005
"hupB",6.8554,6.872,6.744,6.8676,6.8305,7.1577,6.8887,7.0003,6.7627,7.1731
"cysD",1.5875,1.9701,1.9701,2.5263,2.2625,2.7549,1.6042,2.57,1.4507,2.0894
"frvR",0.4075,0.7148,0.5479,0.6193,0.4689,0.5807,0.4715,0.6416,0.5153,0.4147
"pyrG",4.765,4.8109,4.6531,4.6504,4.715,4.7305,4.7035,4.7718,4.7088,4.7284
"ykiA",2.0352,1.8513,1.6769,2.1592,2.1965,1.6894,2.2434,1.7501,2.2034,2.4592
"zipA",4.5595,4.9107,4.4008,4.7398,4.6708,4.7996,4.3642,4.5352,4.3027,4.562
"fryC",0.5971,0.6397,0.509,0.6987,0.6517,0.525,0.6196,0.7275,0.6287,0.5907
"dnaC",3.4389,3.6564,3.6411,3.7792,3.4963,3.6835,3.3026,3.5961,3.2566,3.3548
"sibC",1.2344,2.1394,1.2816,1.6393,1.3517,1.9069,1.2207,1.1012,1.2659,1.2727
"prfC",4.0179,4.1253,4.6406,4.0879,4.021,4.1862,4.154,4.2553,4.0684,4.0083
"yfaT",0.3483,0.3579,0.3305,0.3269,0.3632,0.3293,0.3543,0.3771,0.4403,0.3608
"ypfH",2.6722,2.3554,2.2748,2.5696,2.811,2.575,2.7992,2.5544,2.9009,2.9332
"yebF",5.3787,4.6545,5.8396,5.6789,5.6559,2.8388,3.0537,2.8195,2.9373,3.0436
"dusC",2.4302,2.4485,2.8934,2.5876,2.5118,2.4411,2.5017,2.8003,2.4156,2.1221
"rplC",7.3811,7.4143,7.7052,7.3633,7.4143,7.4605,7.2579,7.4798,7.3217,7.2631
"quuD",2.4013,2.3813,2.8971,2.9552,2.5306,1.7459,1.4734,1.6502,1.3743,1.477
"aroP",0.4304,0.3972,0.4689,0.3751,0.4163,0.5027,0.3881,0.3644,0.3629,0.3571
"pfkA",4.5678,4.573,4.5539,4.715,4.5427,4.6589,4.674,4.5089,4.5946,4.598
"araE",1.4461,1.4972,1.4882,1.5915,1.459,1.637,1.4345,1.6179,1.5605,1.5366
"glcG",7.0591,7.0066,7.232,7.6564,7.337,7.4874,7.2521,7.4605,7.2579,7.2982
"gph",4.6475,4.629,4.7846,4.5048,4.5785,4.5946,4.7492,4.4947,4.6531,4.6857
"ldrA",2.7992,3.0243,2.0722,2.5368,2.5075,3.3847,3.0086,2.594,2.7659,3.0545
"argC",1.2807,1.38,4.1454,1.6799,1.0952,1.4966,1.0754,1.3431,1.1564,1.4894
"ygcR",1.5548,1.7679,1.753,1.6212,1.3208,2.0704,1.3431,2.0135,1.3275,1.3323
"ligB",0.5225,0.773,0.4836,0.5769,0.5189,0.6722,0.5259,0.558,0.4946,0.6003
"kdpE",2.8534,2.9785,2.9,2.5626,2.742,2.898,2.6609,2.8762,2.767,2.6771
"napF",2.9643,3.4684,3.7074,4.4727,4.137,4.3851,3.8034,4.0839,3.8313,3.7772
"nemR",3.0005,3.7461,3.7325,3.4676,3.2118,3.7597,2.4426,3.3357,2.575,2.6332
"pth",4.216,4.1475,4.2909,3.9045,3.9803,4.4871,3.9518,4.2073,3.9005,4.0051
"yghR",0.6373,0.5098,0.6979,0.6116,0.5822,0.5234,0.6951,0.7265,0.762,0.6095
"rpmD",7.0846,6.8835,7.0591,6.7286,7.0651,6.771,7.1801,6.9401,7.2683,7.1577
"thiB",0.3672,0.417,0.4897,0.4652,0.5033,0.3972,0.5427,0.484,0.5408,0.4919
"yobB",2.852,2.4523,2.5056,2.5234,2.7579,2.5384,3.0464,2.7514,2.9677,2.7764
"thiF",1.3905,1.501,3.8453,3.218,1.5974,1.6888,1.637,1.8673,1.6224,2.3918
"fucO",5.1702,5.5276,5.037,5.8341,5.3616,5.7559,5.3197,5.5592,5.5221,5.4269
"acpH",2.4768,2.358,2.4912,2.4699,2.5574,2.4197,2.3696,2.718,2.5733,2.5118
"nuoI",6.3395,6.3395,6.0606,6.1703,6.3657,6.3657,6.4587,6.4676,6.2977,6.4211
"dapE",5.0859,4.7004,4.4677,4.8425,5.262,4.9549,5.2205,4.982,5.1421,5.3259
"asnC",1.2083,0.8324,1.1453,1.007,1.1059,0.8164,1.4681,0.834,1.5078,1.4499
"rodZ",1.0128,0.9553,0.8514,0.6602,0.9693,0.9255,1.0806,1.0509,1.0389,1.0547
"glyS",5.2888,5.5301,5.7734,5.4106,5.3012,5.6725,5.0788,5.5276,5.2315,5.1907
"oppC",6.0418,6.4133,6.2286,6.1638,6.1092,6.6216,5.9464,6.4369,5.9881,6.2017
"bacA",3.0591,3.3178,2.8371,2.8305,3.0647,3.0864,2.8685,2.7378,2.9602,2.9358
"nei",2.4592,2.5845,2.3572,2.1274,2.3434,2.8124,2.446,2.5333,2.5132,2.6667
"oppD",6.4801,6.4676,6.4959,6.3346,6.4631,6.7627,6.4959,6.669,6.4631,6.4369
"exuT",3.6554,3.343,3.3537,3.4345,3.8409,4.0736,4.1604,3.9507,3.96,4.2882
"yhfT",0.4403,0.7196,0.4786,0.4213,0.4496,0.4387,0.4048,0.4696,0.3875,0.4181
"hdeD",0.8679,0.5819,0.773,0.6312,0.8313,0.5932,0.9089,0.7023,0.9162,0.7193
"uacT",1.5329,1.6842,0.8704,1.3657,1.3346,1.6734,1.2243,1.5638,1.454,1.2134
"mutY",2.6999,2.6233,3.5383,3.0937,2.8557,2.7369,2.5281,3.0041,2.5561,2.463
"fcl",0.5112,0.6184,0.5841,0.6016,0.6383,0.4936,0.6041,0.5788,0.6811,0.5022
"pspD",5.1999,4.861,6.0584,5.6434,5.5723,4.4778,4.8722,4.7798,4.7985,4.7506
"galU",3.937,3.6989,3.9904,4.0865,4.1411,4.169,4.2104,3.8335,4.3319,4.142
"yraN",4.3362,4.7165,4.0928,4.4282,4.4691,4.6656,4.6202,4.4008,4.5964,4.5377
"menB",3.8789,3.7995,3.8911,3.795,3.9402,3.9631,4.0728,4.1018,4.1488,4.0062
"yhhM",3.3894,3.2576,3.2026,3.223,3.3515,3.4873,3.3697,3.3987,3.2973,3.3442
"yedF",2.6429,2.4672,2.9373,2.918,2.7427,2.8988,3.1461,2.769,2.9219,3.1072
"yeaQ",2.1184,2.439,2.635,2.3915,2.3124,2.6883,2.3137,2.5986,2.0573,2.3086
"ddlA",4.5496,4.9522,4.7418,4.7663,4.5859,5.1357,4.4918,4.7274,4.5251,4.7035
"cydD",3.0294,3.1361,2.7121,2.4165,2.6713,2.9416,2.9387,2.7454,3.1114,3.0376
"cysB",3.8468,3.5675,3.4596,3.3814,3.6703,3.3956,3.9087,3.4984,3.5686,3.8768
"nadC",3.1409,3.1666,2.7857,2.9416,3.0213,2.9168,3.2863,2.8117,3.2109,3.4362
"feoA",4.8318,4.3277,4.1908,4.4362,4.7124,4.2317,5.0491,4.6148,4.7909,4.9905
"plsX",4.9667,4.9283,5.1559,4.7431,4.9924,5.0538,5.0145,5.0203,5.1269,5.0874
"glpE",4.6515,4.2929,4.4312,4.3331,4.6926,4.1311,4.5076,4.2741,4.3591,4.4981
"pgpC",3.9015,3.798,3.2222,3.2566,3.824,2.9183,3.6187,3.6688,3.8714,3.8292
"argR",4.5076,4.5076,5.181,4.1554,4.3537,4.3222,4.3444,4.3717,4.4018,4.3403
"ygaP",3.5494,3.4993,3.412,3.738,3.8714,3.4104,3.8142,3.5871,3.664,3.7763
"pntB",5.6138,5.5575,5.3806,5.6498,5.5175,5.5978,5.7586,5.6312,5.8176,5.7609
"lolE",4.5785,4.9315,4.6475,4.4691,4.6531,5.0188,4.5678,4.7974,4.5747,4.7004
"proB",4.7581,4.3509,4.3027,4.3351,4.796,4.4103,4.8706,4.6217,4.8082,4.8269
"ydhJ",0.9509,0.6447,1.3249,1.143,1.2249,0.5045,1.1322,0.78,1.1798,0.9357
"ascF",0.4748,0.5939,0.5163,0.4985,0.4247,0.6019,0.4722,0.4862,0.4319,0.619
"hpt",4.7544,4.95,4.7974,4.7284,4.8779,5.0714,4.7506,4.9152,4.6515,4.7238
"yjhQ",0.625,0.5984,0.6517,0.5893,0.5591,0.5926,0.5082,0.6799,0.416,0.52
"mtn",5.5633,5.4988,5.6048,5.4451,5.5414,5.3787,5.3548,5.4796,5.3806,5.4338
"lpxK",2.8219,3.2298,3.1235,2.8044,2.8693,2.9543,2.9093,2.7982,3.0647,3.0094
"potH",2.6134,2.5246,2.115,2.574,2.9141,2.2739,2.8299,2.4418,3.0041,2.9203
"pxpA",4.1791,3.8695,4.0504,4.1987,4.1162,3.7021,4.1987,4.1666,4.388,4.284
"gltL",5.5045,5.6394,5.5908,5.6703,5.4313,5.6607,5.6518,5.5836,5.6188,5.7128
"ydiQ",0.7843,0.8111,0.8207,0.6572,0.7196,0.7068,0.6834,0.7661,0.6383,0.7476
"mtlD",4.3673,4.0631,3.8997,4.5005,4.5065,4.1454,4.6894,4.4767,4.4423,4.6416
"yqgC",1.476,1.4597,1.3884,1.501,1.4812,1.4475,1.5227,1.3223,2.1537,1.3983
"hfq",6.0484,5.8396,5.6477,5.5931,6.0151,5.7453,6.1092,5.7704,5.8804,6.0867
"dsrA",1.0244,1.498,0.946,1.0299,1.143,1.7508,1.032,0.9456,1.0038,1.1322
"yqcA",3.5701,3.3575,3.6545,3.7573,3.8805,3.623,3.6938,3.796,3.8344,3.8009
"hypB",4.0137,4.3071,3.5932,4.0492,4.0296,4.6131,4.0202,4.4898,4.0865,4.135
"atoE",1.0826,1.1142,1.0151,1.0492,1.1102,1.3383,1.2682,1.3346,1.2474,1.1776
"pyrR",2.5769,2.5497,2.6713,2.5143,2.5898,2.6893,2.6602,2.7531,2.5813,2.7579
"yjfF",0.312,0.3345,0.3093,0.4831,0.3294,0.4423,0.2568,0.3211,0.3079,0.2661
"citF",0.5955,0.7988,0.561,0.6104,0.6739,0.7849,0.6319,0.7236,0.6959,0.5837
"ilvD",0.7646,0.7403,0.8217,0.7137,0.6461,0.8067,0.66,0.8316,0.5892,0.6253
"cpsB",0.7593,0.8875,0.6362,0.7949,0.778,0.8616,0.8059,0.8794,0.7443,0.9382
"pspF",2.7162,2.767,2.4475,2.7982,2.7924,2.5317,2.7505,2.7954,2.7505,2.7728
"rlmE",6.1985,6.2459,5.8,5.666,6.0968,5.8893,5.9183,6.0204,6.0079,5.8864
"ydhX",0.8704,0.8573,0.9537,0.9227,1.0209,0.9407,1.0663,0.977,0.9669,1.0579
"comR",4.3537,4.019,3.7268,3.8009,4.019,3.9097,4.1331,4.0381,3.9259,4.0574
"thrB",3.5545,3.8534,4.5365,3.8327,3.6678,3.7936,3.5124,3.8152,3.7053,3.642
"secE",5.146,4.9623,4.9837,5.0444,5.2052,4.5273,5.2827,4.9315,5.4988,5.1542
"ecpC",1.0364,1.1052,2.6893,2.4101,1.7383,1.924,1.7239,1.5581,1.7927,2.2195
"znuA",7.2683,7.2521,7.1464,7.1624,7.3558,7.1233,7.3983,7.1684,7.4505,7.4034
"insH1",0.5912,0.7169,0.5408,0.5789,0.5396,0.7411,0.4617,0.5728,0.4705,0.4984
"solA",5.181,5.1595,5.4355,5.1961,5.1691,5.3151,5.1122,5.3293,4.8979,5.1691
"cpdA",5.2969,5.4126,5.2315,5.3259,5.1785,5.3763,5.2435,5.2603,5.2762,5.2069
"hisP",2.5017,2.8248,4.0331,2.4209,2.3572,3.0926,2.5978,2.9759,2.2729,2.5666
"rplY",6.0997,5.7609,5.8864,5.8827,6.2459,5.7309,6.2566,5.7683,6.1597,6.2189
"rcnR",3.0574,3.3913,3.5662,3.437,3.1652,3.6239,2.8452,3.1893,2.841,2.9021
"yibQ",1.5227,1.1283,1.7037,1.3423,1.3146,1.1093,1.4384,1.3295,1.4129,1.5496
"dtpC",1.3707,1.5517,1.318,1.3863,1.2395,1.5208,1.1751,1.6147,1.2331,1.1842
"moaB",4.515,4.8344,5.5255,5.187,4.6459,5.0732,4.4506,4.9654,4.5242,4.5539
"truC",1.9392,1.7813,2.1882,1.8945,1.8875,1.7557,1.8539,1.9959,1.7369,1.8487
"rplQ",6.627,6.7049,7.0165,6.6105,6.7389,7.0066,6.583,6.8359,6.6372,6.6538
"frmA",3.2307,2.492,3.0108,2.7245,3.0313,2.1672,3.5601,2.8342,3.5973,3.3857
"nudG",2.3733,2.5769,2.6337,2.5246,2.635,2.439,2.6975,2.6015,2.7349,2.5246
"ybaQ",3.3396,3.2611,2.9876,3.3932,3.4355,3.1036,3.1761,2.8388,2.8574,3.1114
"rsxC",2.4183,2.6485,2.7276,2.2555,2.5349,2.5349,2.4355,2.2547,2.5075,2.5341
"insQ",0.3907,0.4628,0.4192,0.4496,0.4098,0.4001,0.3891,0.463,0.3839,0.4208
"nuoG",4.2897,4.2401,3.9168,4.1287,4.3014,4.1741,4.7615,4.2492,4.8579,4.6071
"adiY",1.7121,1.4174,1.1831,1.3761,1.7841,1.5765,2.0038,1.8938,1.7592,2.0802
"ada",0.8934,0.8344,0.9319,0.7739,0.7476,0.9568,0.7185,0.8442,0.7615,0.6366
"folD",4.0991,4.4114,4.4618,4.3038,4.0865,4.7846,3.9412,4.3444,3.8645,4.0318
"ribB",5.2844,5.4467,4.6202,5.9001,5.6971,5.3419,5.4933,5.2674,5.6678,5.6538
"ybcW",0.3861,0.3564,0.4396,0.4464,0.4109,0.3435,0.3808,0.3682,0.335,0.3389
"ydiF",1.813,2.0694,2.303,1.8661,2.1592,2.4558,1.9701,2.6893,1.7294,1.8906
"ybeD",5.5575,5.474,4.2293,4.7035,5.4661,5.2525,5.7559,5.1758,5.6477,5.5819
"syd",3.4972,3.5924,3.5589,3.4573,3.3743,3.7053,3.2903,3.642,3.1151,3.5286
"yqgF",0.9271,1.1336,0.6901,0.9514,0.8002,1.2253,0.7327,0.762,0.7489,0.8039
"torZ",0.4382,0.4382,0.4208,0.418,0.3873,0.4855,0.4043,0.4003,0.4022,0.4181
"rdcA",0.5907,0.6925,0.5015,0.6268,0.5874,0.6478,0.5291,0.683,0.4976,0.4953
"nuoK",5.7309,5.8706,5.2146,5.4691,5.6086,5.7906,5.8246,5.8081,5.9103,5.8246
"deaD",4.4032,4.515,4.3084,3.5624,4.1572,4.2221,4.346,4.1454,4.4301,4.3429
"yeeS",2.1022,2.446,2.1022,2.1758,1.9114,2.4794,2.0045,2.4859,2.6205,1.7671
"fieF",4.2233,4.3827,4.3038,4.1202,4.07,4.3691,3.9168,4.347,3.9803,3.9507
"grxA",1.8032,2.0535,2.0756,2.177,1.9791,2.3952,1.9203,2.1445,1.8969,1.8326
"eutT",1.3208,0.8943,0.8035,1.1167,1.2783,0.7473,1.5438,1.2114,1.9058,1.3637
"caiE",1.3246,1.5775,1.4439,1.3231,1.2207,1.5915,1.0793,1.5002,1.1262,1.2303
"cobT",1.0268,0.7053,0.7831,0.9749,1.289,0.718,1.3696,0.797,1.204,1.3911
"livH",1.143,1.5139,2.1308,1.7341,1.2336,1.6009,1.3005,1.3871,1.3679,1.3408
"iclR",3.5891,3.4657,3.5186,3.1768,2.7895,3.3805,2.989,3.1167,2.6649,2.769
"lplT",1.755,1.8445,1.9263,1.9275,1.8438,1.8601,1.8454,1.9931,1.9462,1.8631
"ybaT",0.9901,1.0366,0.9446,1.0502,1.1393,1.0914,1.1865,1.0748,1.2114,1.122
"pstA",3.5356,3.4397,2.769,3.1631,3.3688,3.3729,3.5512,3.5589,3.6794,3.5275
"wrbA",3.2011,3.2498,2.9793,3.3335,3.1979,3.3999,3.4389,3.4546,3.4925,3.412
"acpT",3.2026,2.8738,3.1293,3.0322,3.0332,2.7417,3.2762,3.1721,3.3037,3.0454
"asnA",2.2449,2.4258,3.3553,2.7296,2.3813,2.3491,2.2902,2.2777,2.3335,2.1624
"hemC",5.3564,5.3958,5.3333,5.2674,5.181,5.5301,5.1341,5.4106,5.2095,5.0576
"selD",5.7816,5.7788,5.5819,5.8215,5.9037,5.7099,5.7938,5.9973,5.8913,5.9125
"uidB",1.7202,1.8014,1.5957,1.8795,2.0277,2.0661,1.8607,2.186,1.9353,1.9589
"citX",0.6735,0.6469,0.5068,0.5865,0.5363,0.6693,0.6148,0.6722,0.8095,0.5663
"msrQ",2.0732,2.253,2.2329,2.1314,2.1739,2.4248,2.1347,2.3254,2.0614,2.0883
"pepN",1.1342,1.5561,1.1215,1.312,1.1331,1.5654,1.0526,1.2134,1.0188,1.2625
"holE",4.055,3.9644,4.1134,3.8164,3.9769,4.0771,4.0537,4.1359,3.7669,3.96
"yagU",0.6702,0.6044,0.5066,0.484,0.5243,0.5545,0.6501,0.4466,0.5659,0.7396
"relA",0.4635,0.423,0.3923,0.4143,0.4462,0.4355,0.3913,0.4512,0.3891,0.4701
"hcaR",0.5321,0.5315,0.4624,0.5298,0.4134,0.6321,0.5218,0.5435,0.4453,0.6714
"ydeM",1.8992,1.5469,1.4185,1.8923,1.8185,1.5329,2.097,1.6109,2.1329,2.1141
"putA",5.4885,5.6559,4.3391,5.7344,5.4269,5.7704,5.4908,5.8468,5.7453,5.4717
"gmhA",5.2164,5.1845,4.7598,5.1225,5.129,5.0233,5.1658,4.947,5.1049,5.116
"ivbL",7.1731,6.956,6.771,6.9879,7.1355,6.956,7.2145,6.9094,7.2145,7.0438
"rrsG",8.6548,8.6548,8.6548,8.6548,8.6548,8.6548,8.6548,8.6548,8.6548,8.6548
"truB",4.2741,4.4063,4.4114,4.0306,4.2062,4.2897,4.2771,4.3429,4.4994,4.3196
"rpnE",0.3193,0.3079,0.4028,0.3499,0.326,0.2897,0.4237,0.4189,0.4371,0.3228
"argP",4.244,4.1955,3.8534,4.1874,4.142,4.1752,4.1842,4.1513,4.1411,4.2607
"cpdB",5.2603,5.3642,5.4025,5.4861,5.3068,5.5656,5.3564,5.474,5.2489,5.5045
"tfaX",1.2741,0.6714,1.177,1.3972,1.4734,0.5813,1.4697,0.8506,1.2281,1.2943
"ydbL",1.6894,1.982,2.1558,1.7608,1.7407,2.033,1.6489,1.9914,1.5002,1.7186
"ftsL",5.83,6.1155,5.8109,5.8706,5.8081,6.0733,5.5748,5.9241,5.5575,5.6725
"lepB",4.0793,4.2941,4.4094,4.0179,4.0587,4.3865,3.9361,4.3391,3.9676,4.0179
"ptsH",6.8073,7.0713,7.1355,6.956,6.821,6.927,6.5461,6.95,6.563,6.627
"glnH",6.7491,6.6639,6.6747,6.8946,6.6789,6.7286,6.7491,6.8115,6.6747,6.7775
"yddB",3.4758,4.0137,4.1728,2.8871,3.0917,3.6594,3.3553,3.2805,3.3814,3.5818
"ygdI",1.654,1.8326,1.5336,1.7305,1.8239,2.3405,1.9503,1.8682,1.6945,1.9388
"rlpA",4.2186,4.0492,3.9392,3.7074,4.056,3.8381,4.5595,4.0879,4.4852,4.4767
"glgC",5.5414,5.2355,5.2448,5.6971,5.4511,5.5447,5.666,5.3491,5.7128,5.6086
"yfhM",0.5473,0.7792,0.5679,0.6648,0.5087,0.7503,0.4982,0.7203,0.4957,0.5359
"holD",3.9251,3.8142,4.2702,3.8768,3.9239,3.7461,3.6121,4.0537,3.5286,3.575
"yjiM",2.257,3.328,2.5452,3.6668,2.4539,3.8683,2.4998,3.4963,2.6369,2.5898
"setB",0.6874,0.7539,0.9017,0.8147,0.7945,0.6485,0.6702,0.7761,0.8597,0.6123
"mltD",5.7559,5.7235,6.5504,5.4511,5.4691,5.983,5.5931,5.9737,5.4819,5.5856
"tap",0.4229,0.4468,0.3829,0.4072,0.4238,0.3915,0.3788,0.364,0.3745,0.4536
"nudC",4.1595,4.544,4.6337,4.4526,4.1018,4.6559,3.898,4.4094,3.8928,3.9881
"hisL",3.153,1.4839,1.8339,1.6991,3.0041,1.3076,4.573,1.7739,4.0962,4.662
"arcZ",4.0331,3.7259,3.8746,4.6234,4.465,4.3127,4.2861,4.1009,4.391,4.4852
"csrD",2.3498,2.4496,2.5414,2.6182,2.3689,2.5478,2.1131,2.4653,2.0714,2.1687
"narQ",2.141,1.8423,2.0335,1.997,2.1874,1.997,2.0388,2.3434,1.8487,2.0061
"ycfH",3.3525,3.8292,3.43,3.1157,3.337,3.8865,3.5261,3.6144,3.558,3.5639
"damX",5.4168,5.4408,5.7494,5.2546,5.2699,5.524,5.3642,5.4661,5.3527,5.3548
"fhuF",0.3182,0.3402,0.343,0.3471,0.2973,0.3735,0.3998,0.3361,0.3318,0.4168
"flhB",1.0441,1.2677,1.0872,1.0356,0.9823,1.3126,0.8854,1.1599,0.9126,0.8603
"rnt",2.771,2.3415,2.4558,2.2415,2.5705,2.3716,2.698,2.4241,2.5126,2.6213
"yhdY",1.4195,1.6435,1.3609,1.3911,1.2298,1.4995,1.3316,1.4072,1.4826,1.2064
"nanR",4.3744,4.1488,4.1679,4.0667,3.9972,4.1636,4.1341,4.4324,4.021,4.0879
"pdxH",3.8493,3.4815,3.6309,3.6594,3.8954,3.4579,4.2588,3.7223,4.2477,4.2861
"mutM",2.1965,2.3659,2.509,2.3078,2.1347,2.1526,1.9804,2.3423,2.0497,2.0497
"iscX",6.1155,6.3307,6.143,5.9305,6.1043,6.5461,6.1241,6.3121,5.9214,6.0733
"dmsD",2.7032,2.6379,2.6398,2.4403,2.54,2.589,2.6649,2.7038,2.6883,2.5544
"iaaA",3.8279,3.9904,3.8725,4.209,4.2829,4.2104,4.0257,4.2702,3.9304,4.0603
"rhoL",7.119,7.1285,6.9182,6.9661,6.9768,6.7232,7.0066,6.9953,6.8359,7.0165
"glpR",3.3059,3.3466,3.7891,3.2717,3.4494,3.2912,3.4419,3.2717,3.4596,3.32
"tolA",4.6708,4.6759,4.662,4.5527,4.7581,4.7634,4.7875,4.8493,4.7035,4.7846
"yqgD",0.3523,0.3424,0.5168,0.3357,0.3347,0.3636,0.4563,0.3698,0.5889,0.3784
"yghU",4.9853,5.0002,4.8563,5.3068,5.1595,5.1177,5.2164,5.1341,5.116,5.1672
"ydhK",1.2593,1.3311,1.2095,1.2303,1.0806,1.3397,1.204,1.0793,1.4328,1.1954
"yfiC",2.4438,2.2755,2.6224,2.2012,2.4215,1.8752,2.4013,2.458,2.0293,2.3706
"ybaV",3.0937,3.4587,2.7774,3.1461,3.0138,3.2879,2.9159,3.0613,2.8195,3.181
"phoQ",4.5242,4.4778,5.0096,4.0746,4.3391,4.4971,4.5556,4.5642,4.4387,4.7225
