"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2","0 | 3","216000 | 3","540000 | 3","972000 | 3","0 | 4","216000 | 4","540000 | 4","972000 | 4","0 | 5","216000 | 5","540000 | 5","972000 | 5"
"pcnB",2899.3,2121.9,1205,878.8,3206.5,1024.5,1203.8,1558.5,781.3,978.8,706.3,285.6,2475.7,2386.4,2154.9,455.6,2686.6,1926.5,615.7,739.5,1319.6,1417.4,614.2,344.6
"gluQ",191.8,187.2,181.9,307.3,161.5,95.4,226.9,371.2,59.8,79.9,123,57,209.7,168.2,202.8,203.6,231.6,311.7,253.5,329,161,151.2,109.8,102
"dksA",2482.2,3300.6,5474.3,4213.8,4286.1,2506.3,2832.2,4356.3,642.6,1176.5,1866.2,1008.9,3354.5,3293.7,5506.4,6032.5,4200.4,4728.2,3316.2,3648.2,2000.6,1453.7,1367.8,1625.3
"sfsA",868.8,1595.3,5347.6,6126.3,644.3,1233.1,3382.1,6458.8,212.1,317,2455.5,1786.9,786.2,1104.9,1358.2,10911.7,793.6,1766.8,3539.3,5074.2,920.8,616,1884.3,2949.3
"thpR",451.4,480.6,311,324.8,715.4,778.4,701.9,890.3,141.8,165.4,200.4,119.7,331.6,479,307.2,217.8,639.4,577.1,450.2,579.3,312.8,205.5,174,159.2
"hrpB",887.3,979.8,662,598.7,774,865.7,968.6,818.5,244.4,195.2,293.9,134.8,702.9,742.1,540.8,644.2,741.9,815.8,754.7,584.4,358.1,343.9,216.7,262.3
"mrcB",642.5,630.2,505.2,833.5,734.8,677,515.6,690,138.8,170.4,180.8,117.6,728.2,726.6,543.2,403.6,632.8,784,599.9,763.2,176.2,235.4,113,169.5
"fhuA",529.4,460.7,440.9,1287.3,579.9,384.2,367.1,1650.1,145,110.2,219.7,396.9,799.6,548.9,485.8,1088.6,587.5,485.4,519.7,1137.5,444.2,262,262,492
"fhuC",585.7,610.6,602.5,685.3,425.9,357.2,291.6,934.5,188.2,126.4,211.6,246.3,678.5,565.4,530.7,519.7,456.2,378.5,571.7,668.5,454.7,229.9,278.2,304.5
"fhuD",244,180,159.7,477.3,321.7,318.2,133.4,423.8,44.9,57.7,59,115.9,327.7,171.7,201.9,185.3,309.5,197.2,309.9,258.2,227.3,65.3,118.2,131.5
"fhuB",449.4,303.1,269,642.1,246.1,416.9,180.1,438.9,141.3,72.7,95.4,152.6,617.2,287.8,267.8,223.3,330.2,409.6,302,394,258.6,121.5,119.7,155.5
"hemL",1092.9,767.7,921.1,257.8,1509.1,885.4,1020.2,777.5,270.5,217,268.6,49.8,773.9,807.1,556.2,382,737.6,772.7,819.2,705.2,250.2,311.4,174,173.5
"clcA",340.8,286.2,439.9,238.8,372.8,675.5,779,737.7,88.3,106.9,227.1,84.9,334.3,244.3,213.6,367.4,388.6,659.7,871,600.5,311.1,275.5,270.7,240
"erpA",1856,1615.2,445.2,2876.5,2368,1575.6,1228,4287.2,543.5,184.1,655.4,1338.4,1692.9,1271.8,1322.1,2947.5,844.5,888.3,2885.2,2837.8,350.9,1103.4,674.3,828.3
"yadS",310.9,174,30.5,122.8,252.9,39,23.3,30.9,126,16.6,36.8,42.4,315.2,207.5,58.6,22.4,153.6,61,47.9,37.4,86.4,103.4,61.7,8.9
"btuF",510.8,360.1,228.2,260.5,220,207.2,125.5,200.4,253.4,153.4,141.4,88.4,499.1,435.3,271.1,105.3,83.5,214,106.5,139.1,328.5,286,97.7,136.1
"mtn",737.5,813.9,918.4,791.1,1302.7,1207.9,858.6,681.2,540.6,270.1,508.9,264.8,714.7,859.1,748.1,479,807.4,830.4,527.8,498.1,443,508.6,251,338.3
"dgt",6.2,97.7,303.1,73.7,14.5,72.7,149.1,50.2,14.8,8.2,116.2,37.8,41.7,56.2,34,140.1,25,52.6,197.5,74.1,82.2,65,97.4,60.8
"degP",192.9,578.8,764.9,641.8,582.1,1195.3,915.7,1327.4,146.6,210.1,693.4,346.7,400.7,480.6,571.5,536.5,1396.3,740.8,1143.7,1103.3,343,178.5,502.3,281.6
"cdaR",158.7,542.8,362.2,402.8,91.3,562,95.4,183,87.7,77.4,168.2,96.9,226.9,274.3,267.9,279.4,148.4,1858.3,296.2,161,203.6,215.3,122.2,93.7
"yaeH",428.8,1568.3,4621.8,1659,310.6,771.4,2194.2,940.6,105.2,261.5,869.2,455,511.9,1196.4,1206.5,3867.5,244.2,813.8,1902.2,1231.7,332.4,329.9,902.2,570.7
"yaeI",203.8,425.1,445.1,213.9,133.3,311.9,105.9,100.3,88.8,71.8,45.6,13.7,164.2,289.6,346.7,213.6,323.5,164.4,268.8,173.8,251.7,166.6,140.3,56.1
"dapD",2295.1,1958.6,5056,3190.9,1889,3115,3652.1,1858.5,722.9,872.7,1281,1005.2,2853.5,3226.3,4249.2,1623.2,3019.1,3247.3,1870.9,1235.4,2372.6,1773.4,1158.7,503.4
"glnD",472.3,333.8,386.2,589.7,425.2,559.2,455.7,634.6,165,141.4,205.6,113.2,320.9,372.3,322.9,256,554.9,551.7,547.8,490.3,157.5,261.2,187.7,164.6
"map",2385.1,1754.7,1017.9,1075.4,3064.9,1530.2,785.9,1189.1,593.2,474.2,440.1,394,2793.3,3307.8,2322.3,1286.6,1744.4,1816.1,838.1,1057,1087,720.7,527.9,474.8
"rpsB",14498.2,10065.7,2177.4,2970.2,24351.9,6340.4,6299.8,5588.7,2855.6,4171.5,1340.6,581.8,15927.5,11461.5,10306,1500.6,17269.6,13786.7,3324.1,3012.7,5188.9,3037.2,1231.6,1228.6
"tsf",9910.5,6233.6,1416.8,1621.2,8336.3,1316.3,1843.8,2385.4,1443,1991.8,857.6,623.9,8671.9,6099.6,5345.1,683.4,6629.4,4183.4,1263.7,1212.3,1849.3,1803.4,774.8,532.8
"pyrH",4733.8,2307.4,1440.4,933.3,3120.2,1114.1,965.9,1082.8,607.5,677.7,618.4,266.3,3241.3,3195.1,1482.1,853.5,1511.9,1220.3,660.6,699.6,886,946.1,455.6,319.1
"frr",5037.8,2521.1,3330.3,3705.4,3958.6,2859.5,2572.9,2307.2,713.9,918,1020,520.4,3554.1,3291.6,3732,3743.1,3359.9,6359.8,2876.9,2673.7,1402.5,1329.3,897.2,1096.3
"dxr",642.7,382.5,489.4,848.4,697,651.7,545.6,694.3,136.7,153.1,284.6,184.7,463.4,390,483.8,1033.6,554.8,409.5,608.5,545.7,251.1,265.4,349.1,360.2
"ispU",1531.3,724.2,690.6,1063,1159.6,872.9,605.8,749.1,326.6,283.5,351.2,159.1,1213.8,1437.5,766.1,674.4,909.5,890.6,333.5,438.2,547.6,566.2,258.3,252.8
"cdsA",1399.9,825,954.7,1099,909.3,656.6,698.1,631.1,277.7,268.2,198.4,163.5,890.5,1021.9,967.8,828.4,1126.5,639.3,419.8,568,552.3,606.6,236.5,252.2
"rseP",2055.2,2901.1,1656.5,1766.8,2214.2,1791.7,2373.9,2161,587.9,700,750,303.5,1485.6,2676.2,1847.3,870.3,3020.3,2448.8,1221.1,1229.2,1134,1258.5,693.1,600.5
"bamA",2024.5,1880,2196.3,1759.2,852.6,504.2,1312.8,1394.3,430.7,351,852.9,330.6,1522.2,2113.9,1870.8,1920.1,957.8,1013.3,1089.9,1090.7,783.4,899.4,807.5,655.2
"skp",13246.9,16429.9,12601,7158.6,7408.4,6498.5,10034.5,6561.9,2039.7,2813.3,3277.4,1146.7,9617.9,18945,13574.4,6211.2,7079,11742,6127.5,4676.4,4708.4,2857.9,2899.8,2330.4
"lpxD",7452,3834.5,2121.2,3549.1,8227.7,3161.3,3032.5,4110.8,1673.1,1286.8,988.7,742.2,6415.1,6788.8,4670.7,1812.7,5681.8,4521.7,2450.6,2897.9,2342.5,1862.1,941.4,919.1
"fabZ",8801,6526.9,3463.4,3191.1,7213.6,2862.8,2433.6,3652.5,1405.9,1771.9,998.7,779.4,7500.4,9745.3,5246,3160.5,4166.4,3971,2738.6,2600.5,2421.6,1597.8,1165.3,1209.9
"lpxA",2315,1538.9,777.3,995.3,3218.8,3117.8,1432.8,1837.7,310.7,529.7,336,240.8,2092.8,2018.3,1504.4,678.8,3208.8,2370.8,1429.3,1366.2,575.3,565,409.6,369.3
"lpxB",1176.9,782.4,564.7,807,1012.9,828.8,650.5,1037.3,493.8,202.6,395.8,173.5,962.3,988.4,826.3,294.8,675.3,852.2,748.2,489.4,426.1,756.5,241.1,162
"rnhB",1423,928.5,529.6,1076.9,1650.1,1180.1,761,1053.3,430.4,369.1,314.4,207.6,1507.5,1310.6,1159.3,407.7,1252.3,1154,699.7,774.6,654,543.8,241.7,241.5
"dnaE",5165.8,2663.2,1522,1592.8,4140.8,1942.5,1581.2,1693.1,1443,807.1,898.5,503.3,4339.9,4441.3,2129,1654.4,2279.9,2077.7,972.2,1285.3,1428,1680.9,710.3,657
"accA",3111.6,1802.5,1552.2,821.6,2546.1,1696,1066.3,886.7,686.3,598.9,431.3,207.8,2597.1,2625.3,2544.8,525.3,1395.8,1267.9,1177.7,773.8,1145.7,870,314.1,262
"ldcC",215.1,319.3,1828.3,698.2,229.9,408,1123.1,1092,59.7,38.9,626,189.6,125.1,148.3,136.2,1521.9,233.1,294.7,919.5,1228.8,82.4,167.3,380.6,295.3
"yaeR",301.4,514.6,1104,596.6,250.7,414.7,839.7,756,150.9,87.5,527.2,184.1,166.3,278.3,264.3,900.3,88.5,303.6,552,575.5,213.2,311.2,410.6,278
"tilS",733.8,1046.2,1018.7,1394.5,509.4,883,664.2,837.6,203.2,219.8,446.2,278.6,773.8,862.6,815.2,743.3,581.1,560.1,942,1025.1,363.6,329.3,385.5,379.6
"rof",681.7,1151.8,2428.2,1786.4,1074.7,1859.9,2142.7,1320.2,154.1,216.4,744.2,390.9,805.3,896.8,676.1,2531.6,858.4,1027.7,1743.2,1392.4,568.5,421.4,511.6,688.3
"yaeQ",1047,1118,956.3,873,957.8,980.8,727.2,972.8,613.8,400.9,648.8,251.3,1153.5,1295.4,826.5,812.6,714.9,680.8,780.3,940.5,760,524.1,386.4,377.7
"arfB",1081.3,1353.5,1239,1427.1,805.9,987.5,925.5,1430.3,417.7,174.6,721,250.3,834.2,874.8,739.4,1103.9,671.2,802.8,1022.3,1094.8,478.3,594.8,394.4,402.9
"nlpE",314,363.8,651.7,409.8,410.3,636.1,652.7,817.6,185.2,89.2,451,216.1,366.8,244.2,288.4,728.8,235.3,463.7,605.4,757.6,184,257.5,302.7,348.4
"yaeF",79.7,133,151.5,123.6,143.3,174.8,71.7,59.1,26.3,17.8,40.1,25.4,114.8,69.9,87.6,76.1,142.3,112.3,77.1,155.1,36,25.1,48.7,35.1
"proS",2553.9,1785.9,1233.2,1673.3,3264.8,1670.7,1026.3,1391.6,748.8,365.6,641.3,427.2,2710,1983.8,1603,770.5,2271.4,1478.7,1263.2,1078.5,752.5,863.8,349.6,335.4
"trmO",599.6,504.5,333.4,418.7,580.8,536.7,675.4,655,446,220.3,287.7,165.2,568.8,678.3,383.9,343.8,362,484.1,556.2,661.5,468.2,453.3,183.2,219.3
"rcsF",1587.4,1610.2,1369.7,737.8,1465.4,898.4,1207.9,1041.1,971.5,639.4,719.2,367.9,1383.3,1714.4,1350.5,511.5,887.9,1347.3,627.2,689.6,1127.4,1189.4,473.3,399.2
"metQ",688.4,768.8,1421.1,1027.1,1185.8,759.4,1239.4,1338.7,321.5,553.4,547.1,239.3,1084.4,1127.8,2710.2,886.1,786.6,1514.5,1623.4,1237.8,574.1,461.4,436,409.5
"metI",569.8,358.9,408.8,513.5,622.2,499.6,442.1,800.2,184.6,307.1,251.5,122.9,780.8,521.6,1058.9,305.7,441.5,742.7,688.8,589.3,282.5,299.6,236.7,176.5
"metN",627,465,352.4,417.7,515,296.1,356,345.3,101.9,294.7,91.9,51.8,552.3,615.2,982.4,434.4,402.6,476.9,280.6,447.2,172.4,207.3,192.3,138.5
"gmhB",1737.6,2180,1834.2,1355.3,2017.6,2113.9,2170,1648,440.9,491.8,429.9,314.1,1305.7,1573,1591.8,920.2,1616,2459.6,1454.5,1385.5,884.3,661.8,375.4,411.3
"rrsH",16862.2,24437.9,21473.4,56962.3,63228.8,108181.5,92831,73820,7133.6,8589.8,9664.2,9265,21973.6,24899.4,25111.3,29532.7,113591.9,97704.8,120214.3,112827.4,9722.2,7952.6,10616.7,9580.4
"rrlH",3052.6,9957.1,10609.6,54572.4,26607.7,22485.4,36366.7,8354,6042.7,6924.7,9426.7,8814.3,1806.7,7191.5,11823.2,9198,59323.3,32223.1,19897.9,10136.2,9034.5,6253.5,8793.6,8689.2
"rrfH",3469,9359.1,9062.9,22632.8,48408.9,88157.1,96823.6,82881.7,10596.5,14386.4,15072.1,14262.9,953.4,2234.4,1092.1,6528.4,106962.8,96208.2,86742.4,103573.9,15580.6,12196.6,15768.3,15152.2
"aspU",7775.2,4497.7,4408.4,6759.8,11480.4,8004.5,4775,1942,580.8,1130.9,1255.3,1963.7,18223.3,15748.9,17674.8,20939,17561,9037.6,11190.9,6330.8,1170.8,817.4,2113.5,2387.7
"dkgB",306.9,260.6,451.5,273.4,246.9,273.9,199.1,267.8,84.6,40.5,69.9,85.3,317.3,322,195.9,333,214.7,297.4,189.6,314.3,78.3,110.9,116.2,75.4
"yafC",191.7,304.2,467.1,295.7,91.5,221.6,342,247.1,20.6,33.2,117.9,91.5,173.6,170.1,268.7,354.2,122.7,179.2,263.4,201.1,99.8,108.8,143.8,114.6
"yafD",211.1,372.1,517.6,816.4,296.5,859.6,610.5,1121.5,16.5,83.3,291.2,433.5,236.3,245.4,357.4,928,263.5,507.2,820,770.4,211.5,360.7,459.5,435.4
"yafE",217.3,205.9,393.6,317.5,147.3,192.2,141.5,104,37.9,49.6,57.9,83.1,276.7,254.5,280.2,464.3,200.7,225,111,112.2,140.2,115.5,116.3,87.5
"mltD",6833.1,933.8,574.9,763.7,9185.2,826.8,552.1,507.6,946.2,452.9,241.7,135.7,938.5,909.5,977.5,222.7,1686,788.5,453.5,337.8,565.6,1291.7,366.2,124.5
"gloB",118.9,164.1,720.1,210.1,182.8,228.1,227.3,296.7,16.6,41.1,216.6,95.8,114.4,119.7,163.5,370.9,115.3,202.3,295.7,164.6,111.9,165.6,237.6,120.5
"yafS",283.7,265.7,280.3,233.9,197.4,218.4,247.5,266,40.3,50.4,108.6,69.5,235,212,202.2,317.9,221.6,180.1,196.3,99,104.7,134.7,130.6,82.5
"rnhA",1366.4,1001.6,573.4,882.1,1426.2,812.6,690.2,922.2,395.2,314.3,294.8,197.6,1617.3,1210.8,1140.3,662.5,691.7,959.1,806.9,733.8,980.7,647.7,260.7,203.4
"dnaQ",1190.3,894.1,1159.4,650.3,1089,1034.8,1311.5,1129.7,166.9,202.5,434.7,371,698.2,847.5,653.7,1147,470.1,953.9,1237.2,1382.6,287.8,481.6,494.9,426.5
"aspV",8285.4,5142.2,5403.1,8163.5,17282.1,8127.5,5151.9,2037.5,589.2,942.7,1272.8,2397.6,19116.1,18058.3,19841.6,19787.7,19156.4,9902.3,10772.3,6567.6,1217.2,942.4,1762,2602
"yafT",47.4,47.3,92.2,20.1,96.4,117.2,22.8,20.5,12.5,15.1,8.5,3.3,126.6,40.9,21.1,13.4,26.8,19.9,16.1,27.2,31.8,21.9,17.2,2.3
"yafU",62.1,34.4,51.9,97.5,72,103.5,34.7,26.6,1.8,7.3,21.2,1.6,9.7,46.7,20.4,17.6,71.1,46.2,105.8,58,2.6,15.7,18.2,3
"yafV",434.9,494.3,673.3,702.4,339.5,675.7,826.6,976.6,116.7,162.3,346,143.7,385,422.8,442.5,812.1,273.6,589.3,730.6,603.9,260.6,281,289.9,281.8
"ivy",711.3,1342.6,7247.9,1289.7,978.5,1076.9,8064.8,1312.4,230.1,272.5,2407.5,231.2,662.2,1052.9,1043.5,934.6,631.5,2253.1,2420.2,964.9,536.4,947.3,963.3,318.6
"fadE",325.3,712.7,568.6,2397.6,185.8,470.8,762.4,1830.6,77.2,102.2,457.1,272.6,453.3,349.6,423.7,4299.9,213.6,467,1664,2036.8,163.9,210.8,739.7,973.4
"gmhA",1244.3,1838.4,3137.6,1128.7,1909.5,2011.7,2612.4,1495.7,291.2,356.7,671.1,266.1,1176.2,1563.1,1213.3,1781.1,639.8,1816.5,1724.7,957,609.5,511.3,528.5,475.4
"yafJ",668.4,575.8,543.1,679.5,441.1,216.5,338.4,344.3,120.2,120.6,298.2,150.1,482.3,550.4,382.3,327.2,450.2,269.4,343.8,233.7,267.3,251.9,219.1,170.9
"dpaA",3186.1,792.3,535.5,1302.1,2589.6,1791.7,889.4,1576.4,807.1,253.8,333.2,557.6,1475.1,1044.8,1042.2,444.3,1116.6,1104,574.6,942,649.8,1023.4,456.1,520.4
"yafQ",754.9,678.9,350.6,715.8,587.6,528.9,289.4,500.9,246.1,137.7,429.7,365.9,312.6,587.3,295.3,770.7,222.3,289.8,480.4,362.1,269.4,466.7,358.9,403.2
"dinJ",1316.8,1135.1,1427.5,2302.7,2113.3,1079.5,1518.7,2253.5,619.3,346.2,1475.3,1220.3,580.9,937.2,919.6,5718.3,475.8,1012.3,1728.4,1877.1,468,1153.4,1397.1,1927.9
"yafL",128.7,188.6,287.2,364.7,264,427.7,323.1,536.7,31.1,44.3,139.2,104.2,123.7,151.3,194.8,506.3,256.8,339.8,546.2,591.5,54.9,60.5,124.2,139.4
"rayT",115.2,280.5,404,330.8,209.5,293.6,250.7,268.3,33.3,37.7,130.6,74.2,52,185.5,187,282,109.6,211.5,265.8,296.1,70,67,82.8,66.9
"lfhA",118.4,140,316.8,262.3,25.1,135.4,103.5,274.6,44.8,4.2,132.9,89.8,116.5,40.1,100.4,285,207,187.4,72,115.6,28.2,170.1,62.2,50.4
"lafU",136,204.8,281.4,253.1,158.8,189.3,180.7,160.3,75.7,63.3,83.7,73.7,169,209.1,139.8,250.8,108.7,94,154.5,175.4,88.9,80.2,74.2,78.7
"dinB",121.6,229.6,204.2,109.3,217.7,366.5,279.2,441.2,55.5,11.6,127.9,109,159.3,130.6,109.1,307.5,136.6,269.6,323.5,276.4,74.3,97.9,112.7,95.4
"yafN",91.5,214.8,269.8,113.7,141.5,181,218.9,192.7,55.4,29.8,165.3,93.3,130.6,86.1,67.2,441.2,97.3,148.6,208,173.2,90.6,109.9,184.5,109.8
"yafO",130.3,199.4,161.3,146.2,213.5,198.2,162.7,210.9,59.9,26.5,161.1,92.6,170.2,137.7,112.2,177.8,157.7,121.5,190.1,108.5,86.1,115.1,137.9,90.5
"yafP",187.3,248.7,195.8,217.4,414.4,460.6,243,297.1,149.9,46.6,184,95.5,356.8,244.3,144.4,125.9,238.8,334.2,315.5,449.1,154.3,167.5,108.6,98.1
"ykfJ",NA,NA,NA,NA,NA,NA,NA,NA,58.7,15.3,65.6,45.9,NA,NA,NA,NA,NA,NA,NA,NA,14.9,43.3,64,65.4
"prfH",33.7,94.5,103.9,150.5,34.6,113.3,40.1,21.9,7.8,5.4,11.4,10.8,42.1,114.2,23.2,51.5,180.8,68.4,29.8,38.5,30.5,8.8,37.4,17.9
"pepD",887.3,1447.3,4233.8,907.6,877.8,1356.5,2247.7,1129.8,503.4,367.7,1540.4,394.7,1018.2,1366.9,1089.3,739.8,1204.6,1383.2,1845.6,1049.5,877.8,1098.9,935.7,479
"gpt",2989.5,1847.3,595.3,617.9,4310.1,784.4,417.5,544.1,1966.9,586.2,238.6,169,4161.7,2880.3,1680.4,562,1161.8,772.7,473,642.7,548.7,649.8,227.4,237.5
"frsA",336.3,496.8,548.2,263.4,324.7,348.3,401.4,473.5,201.8,83.1,323.5,164.9,256.8,309.9,148,315.9,147,146.3,285.9,295.6,219.8,257.8,165.9,193.5
"crl",1249.8,7693.8,2622.3,11041.7,2271.2,12405.7,8014.5,7605.5,852.5,1354.8,3270.6,3114.4,2367.2,3434,5566.9,4600,2740.1,7350.3,8456.5,6513.1,2996.1,2842.6,3387.9,3173.8
"phoE",110.1,216.3,135.7,224.3,115.4,223.9,111.1,174.4,38.2,35.2,69.4,45.8,156.3,168.3,127.5,116.8,144.9,178,223.4,188.4,54.5,65.7,72.8,52.8
"proB",803.5,474.5,943.6,459.2,727,598.8,807.5,1071.4,142.8,190.3,226.1,142.1,643.6,629.8,754.7,328.4,712.3,918,503.3,613.5,388.3,399.9,295.9,262.7
"proA",525,367.6,819,578.7,315.7,196.8,354.6,391.8,70.5,75.2,127.6,103.4,442.7,529.4,671.9,633.8,421.2,335.1,53.6,360,124.3,87.3,187.5,155.7
"thrW",1311.3,960.3,1543.1,2444.3,1647.1,1898.6,1128.8,742.9,277,818.7,865.8,1002.6,15241,12426.8,13337.1,14728.1,7742.4,3681.9,4090.1,2622.6,1348.4,675.5,1395.1,1778.6
"ykfI",NA,NA,NA,NA,NA,NA,NA,NA,43.9,30,7.6,11.1,NA,NA,NA,NA,NA,NA,NA,NA,30.9,15,50.6,40.3
"yafW",230.2,208.5,197.9,300.3,155.1,352.5,20.7,38,18.4,9.1,30.8,8.7,209,172.1,193.5,191.1,273.6,116.1,26.3,313.3,39.7,12,53.4,10.8
"ykfG",205.9,175.1,139,299.3,233.8,357.2,85.3,118.8,27.1,35.5,32.6,52.8,148.1,58.8,121.8,63.4,132.7,41,46.1,325.4,57.1,8.8,55.2,66.1
"yafX",34.6,26.3,21.2,52.1,123.8,78.7,64.6,22,7.6,5.6,6.4,3.9,25.6,22.1,16.5,15.2,76.7,34.6,33.7,80.7,10.2,8.5,9.3,6.9
"ykfF",318,304,269.9,415,497.3,752.4,475.5,438.4,90.5,104.6,200.1,90.2,322.6,331.9,266.9,320.9,516.5,505.6,479.2,567.5,122,147.5,126.4,86.7
"ykfB",202.7,699.1,2649.4,1596.7,222.4,377.7,1465.5,1556.1,89.3,221.6,534.7,335.5,239.1,735.8,1348.3,1895.3,429.3,1363.9,1152.3,1450.2,238.3,303.1,507.5,714.4
"yafY",213.7,349.5,304.5,222.5,213.7,358.9,192.6,126.7,39.8,34.7,125.2,38,161.7,181.3,208.6,266,242.2,196.2,317.6,293.5,79.4,133.4,71.5,39.2
"yafZ",149.7,153.4,198.9,86.9,78.9,175.8,19.4,129.9,13.1,6.4,22.6,15,62.8,150.8,133,46.9,54.4,54.6,102.8,116.4,30.8,15,40.7,22
"ykfA",135.4,175,152.1,171.9,218.3,568.5,369.1,458.7,23.7,15.3,50.3,61.4,55.4,153.5,96.4,247.1,173.4,362.8,433.6,464.8,87.9,90.4,100.7,133.6
"perR",314.1,304.8,235.9,382.8,207.6,214.5,103.5,168.8,86,54.1,88.1,53.4,238.8,327.5,199.5,163.5,181.6,195.6,185.1,181.2,92.9,184,82.6,59.8
"ykfC",262.1,296.1,410.5,523.8,188.4,609,422.4,620.1,151.2,57.7,283.1,123.2,245.3,334.7,222.8,405.5,250.7,341.5,766.1,570.9,59.1,208.4,164.9,105.7
"mmuP",277.6,418.2,693.3,762.1,209.2,282.6,421.8,417,60.1,70.9,229.9,84.4,238.2,244.9,296.4,744.1,281.5,217.4,356.4,430.1,120.9,104.9,166.5,181.9
"mmuM",184.7,401.4,598.2,346.7,27.4,447.8,259.8,111,13.9,53.9,77,32.8,127.3,121.6,184.4,332.9,294.3,452.8,125.4,71.9,151.2,64.6,129.5,28.9
"afuC",96.9,148.2,128.3,344.7,38.9,137.1,41,217.8,34.1,15.4,91.3,76.6,97.8,72,101.1,99.3,41.8,60.7,126.1,67.6,50.6,55.5,55.1,31.8
"afuB",NA,NA,NA,NA,NA,NA,NA,NA,14.9,22.5,5.9,4.4,NA,NA,NA,NA,NA,NA,NA,NA,41.6,30.8,43.5,37.8
"insA2",NA,NA,NA,NA,NA,NA,NA,NA,417.1,564.8,362.6,302.2,NA,NA,NA,NA,NA,NA,NA,NA,1123.4,615.6,571.9,680.7
"yagB",206.5,321.1,420.4,273,200.6,448.2,291.2,371.2,93.6,68.4,193.5,129.6,103.6,115.6,180.8,207.7,140,256.3,190,179.6,123.8,216.4,166,124.8
"yagA",257.8,157.5,198.6,551.3,351,606.1,462,469.9,105,135.5,149.3,65.4,275.5,452.9,239.8,255,434.9,516.8,629.7,528.9,167.4,61.2,146.5,128.5
"yagE",138.5,806.3,833.9,366.4,157.6,320.8,219.2,342.9,64.2,57.3,210.3,73.7,115.6,225.8,268.8,230.8,119.2,173.2,208.2,377.3,196,245.2,198.2,147.2
"yagF",126.3,469.5,514,361.9,377.6,457.1,504.5,618.5,63.9,84.4,158.4,67.6,168.3,301.7,292.6,282.4,559.3,572.1,496.6,603.5,199.9,142.7,106.4,110.1
"yagG",170.1,198.3,352.1,294.7,162,282.9,305.2,311.9,24.4,22.4,134.3,64.7,90.2,116.8,214.4,334.5,239.3,195.4,456,404.4,74.1,62.6,109.2,96.8
"yagH",53.1,57.6,184.2,147.1,79.3,112.6,42.3,140.7,14,6.5,17.4,46.4,76.4,27.3,48.4,74,116.6,83,60,75.7,17.3,41.4,18.9,14.5
"xynR",424.4,526.2,420.6,585.9,289.6,457.9,373.1,383.6,120.9,55.9,164.1,102.8,334.5,310,511,283.5,256,438.6,296,195.6,214.9,186.2,64.2,104.1
"argF",39.3,32.3,67,118.6,101.6,139.8,111.7,120,20.9,12.3,34,17.7,48.3,28,21.2,21.4,154.4,87.6,190.3,178.4,21.2,41.1,26.6,31.2
"yagJ",192.9,243.5,239.8,187.7,52.3,158.9,72.1,69.4,49.6,12.6,89.9,123.4,181.8,155.7,141.4,285.6,50.8,93.1,157.5,114.6,79.4,108.9,95.7,80.8
"yagK",109.7,129.4,92.3,217.3,125.1,158.4,117,208.9,30.1,18.4,80.5,90.9,109.6,79.8,101.1,153.4,137.1,101.9,26.6,165.2,63.1,56.7,64.1,56.6
"yagL",42.8,59.6,66.2,81.8,73.5,94.3,44.9,13.7,15.7,17.6,31.9,24.8,92.7,66.3,53.8,16.4,110.9,95.6,69.1,226.4,37.3,30.8,26.1,13.9
"yagM",39.3,60.6,62.1,42.7,53,74.5,27.1,32.9,5.5,6.4,5.7,2.5,29.4,16.6,12.8,32.1,43.1,77.7,96.2,79.8,6.3,7.7,17.5,1.3
"yagN",387.6,1110.8,1703.2,944.6,426.7,648.2,730.5,850.2,219.2,458.2,1207.6,794.4,649.6,752,1300.4,993,391.7,955.1,633.2,633,973.4,775.4,1242.2,560.9
"intF",89.5,302.8,275.3,107,221.9,391.3,229,309.2,47.9,66.8,183.3,153.1,122,114,187.4,141.9,188.4,161.5,341.6,330.6,147.8,168.1,217,124.8
"yagP",55,148.6,92.5,160.7,140.3,250.4,137.9,228.3,10.3,13.6,68.7,57.9,82.2,76,72.7,123.7,66.2,133.5,164.5,268,45.3,51.7,71.8,59.1
"paoD",19,24.4,29.2,116.9,27.3,38.3,48.6,42.7,5.7,8.6,47.3,23.2,31.6,28.1,33.7,148.9,25,40.7,50.5,59.2,11.1,8.2,17.3,21.2
"paoC",40.3,203.1,445.1,641.5,109.8,321.6,191.9,292.9,11,13.2,188.7,58,35.7,33.2,123.6,358.6,40.6,36.2,82.7,93.4,15.3,26.1,124.8,107.2
"paoB",99.7,188.6,411,338.5,82.2,255.3,367.8,273,37,25.4,135.9,65.7,55.5,62.9,245.2,211.4,389.2,385.9,168.5,462.1,86.9,67.2,82.9,82.5
"paoA",37.9,51.3,526.6,527.6,133,280.8,195.8,343.5,10.6,23.2,117.8,50,28.1,41.4,113.2,206.6,42.8,36.5,254.2,302.6,9,65.1,63,64
"yagU",428.6,380.9,1226.6,521.9,201,89.6,332.3,254.2,65.7,119.2,172.2,158.6,450.3,316.1,453.4,407.9,123.7,323.3,193.5,214.5,123.9,288.2,306.3,156.8
"ykgJ",170.3,199.9,153.3,202,161.6,376.2,104.8,88,52.6,39.6,79.1,58.1,139.5,173.5,119.5,135,267,162.5,265.4,196,61.6,98.4,72.8,41
