tf,tg,score
malT,1588,0.807
purR,1588,0.792
cynR,1588,0.711
narL,1588,0.745
metR,1588,0.71
fadR,1588,0.707
phoB,1588,0.722
cynR,1588,0.711
metJ,1588,0.809
tyrR,1588,0.709
soxS,1588,0.795
dnaA,1588,0.728
rpoN,1588,0.745
narL,1588,0.745
phoB,1588,0.722
fis,1588,0.709
metR,1588,0.71
hns,1588,0.732
tyrR,1588,0.709
tus,1104,0.734
cspA,1104,0.915
phoB,1104,0.736
torR,1104,0.893
ilvY,1104,0.772
melR,1104,0.833
hns,1104,0.744
pdhR,1104,0.707
crp,1104,0.743
ilvY,1104,0.772
torR,1104,0.893
soxS,1104,0.717
lrp,1104,0.733
oxyR,1104,0.704
fis,1104,0.722
hns,1104,0.744
narL,1104,0.788
cpxR,1104,0.713
fnr,1104,0.8
iclR,1104,0.792
cspA,1104,0.915
phoB,1104,0.736
fur,1104,0.76
pdhR,1104,0.707
cpxR,1104,0.713
soxS,1104,0.717
arcA,1104,0.743
ompR,1104,0.754
argR,1104,0.704
ompR,1104,0.754
cytR,1104,0.767
fur,1104,0.76
nagC,1104,0.71
dnaA,1104,0.766
cytR,1104,0.767
gcvA,1104,0.72
iclR,1104,0.792
nagC,1104,0.71
fis,1104,0.722
crp,1104,0.743
fnr,1104,0.8
oxyR,1104,0.704
narP,1104,0.709
arcA,1104,0.743
deoR,1104,0.731
melR,1104,0.833
argR,1104,0.704
narP,1104,0.709
dnaA,1104,0.766
lrp,1104,0.733
narL,1104,0.788
deoR,1104,0.731
tus,1104,0.734
gcvA,1104,0.72
fnr,1587,0.8
lrp,1587,0.771
fadR,1587,0.808
glpR,1587,0.73
metJ,1587,0.708
pdhR,1587,0.707
hns,1587,0.751
soxS,1587,0.75
crp,1587,0.701
iclR,1587,0.792
arcA,1587,0.901
lrp,1587,0.771
pdhR,1587,0.707
fis,1587,0.712
malT,1587,0.744
dnaA,1587,0.748
cytR,1587,0.736
ompR,1587,0.74
fnr,1587,0.8
argR,1587,0.725
ompR,1587,0.74
cytR,1587,0.736
fur,1587,0.808
rpoN,1587,0.711
malT,1587,0.744
nagC,1587,0.709
narP,1587,0.747
narL,1587,0.818
crp,1587,0.701
fadR,1587,0.808
phoB,1587,0.727
metJ,1587,0.708
tyrR,1587,0.908
soxS,1587,0.75
iclR,1587,0.792
fur,1587,0.808
narP,1587,0.747
nagC,1587,0.709
dnaA,1587,0.748
rpoN,1587,0.711
narL,1587,0.818
arcA,1587,0.901
phoB,1587,0.727
fis,1587,0.712
argR,1587,0.725
hns,1587,0.751
glpR,1587,0.73
tyrR,1587,0.908
tus,1103,0.701
tyrR,1103,0.702
phoB,1103,0.7
hns,1103,0.822
pdhR,1103,0.707
fadR,1103,0.783
soxS,1103,0.804
lrp,1103,0.717
araC,1103,0.721
hns,1103,0.822
fis,1103,0.737
cpxR,1103,0.77
fnr,1103,0.81
metR,1103,0.735
iclR,1103,0.729
phoB,1103,0.7
fur,1103,0.721
cynR,1103,0.733
pdhR,1103,0.707
malT,1103,0.771
cpxR,1103,0.77
soxS,1103,0.804
arcA,1103,0.754
cynR,1103,0.733
ompR,1103,0.736
argR,1103,0.77
ompR,1103,0.736
cytR,1103,0.711
fur,1103,0.721
dnaA,1103,0.718
nagC,1103,0.731
cytR,1103,0.711
purR,1103,0.717
malT,1103,0.771
gcvA,1103,0.703
iclR,1103,0.729
nagC,1103,0.731
fadR,1103,0.783
tyrR,1103,0.702
fis,1103,0.737
purR,1103,0.717
fnr,1103,0.81
arcA,1103,0.754
metR,1103,0.735
argR,1103,0.77
dnaA,1103,0.718
lrp,1103,0.717
araC,1103,0.721
tus,1103,0.701
gcvA,1103,0.703
lrp,1586,0.798
fadR,1586,0.745
glpR,1586,0.717
hns,1586,0.717
cspA,1586,0.762
gcvA,1586,0.804
arcA,1586,0.751
lrp,1586,0.798
malT,1586,0.744
purR,1586,0.704
cytR,1586,0.752
ompR,1586,0.771
cspA,1586,0.762
argR,1586,0.707
ompR,1586,0.771
cytR,1586,0.752
fur,1586,0.755
malT,1586,0.744
nagC,1586,0.757
purR,1586,0.704
metR,1586,0.73
fadR,1586,0.745
tyrR,1586,0.729
fur,1586,0.755
gcvA,1586,0.804
nagC,1586,0.757
arcA,1586,0.751
argR,1586,0.707
metR,1586,0.73
hns,1586,0.717
glpR,1586,0.717
tyrR,1586,0.729
tus,1102,0.719
tyrR,1102,0.741
phoB,1102,0.838
torR,1102,0.72
ilvY,1102,0.702
hns,1102,0.821
pdhR,1102,0.732
crp,1102,0.716
ilvY,1102,0.702
torR,1102,0.72
galR,1102,0.726
soxS,1102,0.781
lrp,1102,0.716
hns,1102,0.821
fis,1102,0.709
narL,1102,0.708
fnr,1102,0.756
metJ,1102,0.718
metR,1102,0.751
iclR,1102,0.708
phoB,1102,0.838
fur,1102,0.719
pdhR,1102,0.732
cynR,1102,0.711
malT,1102,0.828
soxS,1102,0.781
arcA,1102,0.746
cynR,1102,0.711
argR,1102,0.76
cytR,1102,0.85
fur,1102,0.719
nagC,1102,0.75
dnaA,1102,0.784
cytR,1102,0.85
malT,1102,0.828
gcvA,1102,0.708
iclR,1102,0.708
nagC,1102,0.75
metJ,1102,0.718
tyrR,1102,0.741
fis,1102,0.709
crp,1102,0.716
fnr,1102,0.756
galR,1102,0.726
rpoN,1102,0.851
arcA,1102,0.746
metR,1102,0.751
argR,1102,0.76
dnaA,1102,0.784
lrp,1102,0.716
narL,1102,0.708
tus,1102,0.719
gcvA,1102,0.708
fnr,1585,0.716
lrp,1585,0.715
fadR,1585,0.761
glpR,1585,0.713
hns,1585,0.784
soxS,1585,0.787
cspA,1585,0.708
crp,1585,0.735
arcA,1585,0.797
lrp,1585,0.715
malT,1585,0.807
dnaA,1585,0.768
cytR,1585,0.721
ompR,1585,0.738
cspA,1585,0.708
fnr,1585,0.716
cytR,1585,0.721
ompR,1585,0.738
malT,1585,0.807
narL,1585,0.76
crp,1585,0.735
fadR,1585,0.761
tyrR,1585,0.704
soxS,1585,0.787
dnaA,1585,0.768
narL,1585,0.76
arcA,1585,0.797
hns,1585,0.784
glpR,1585,0.713
tyrR,1585,0.704
cspA,1101,0.731
phoB,1101,0.729
torR,1101,0.773
hns,1101,0.741
crp,1101,0.724
torR,1101,0.773
fadR,1101,0.706
galR,1101,0.749
soxS,1101,0.782
lrp,1101,0.701
hns,1101,0.741
fis,1101,0.726
cpxR,1101,0.704
narL,1101,0.754
fnr,1101,0.723
metJ,1101,0.705
cspA,1101,0.731
phoB,1101,0.729
fur,1101,0.751
malT,1101,0.745
cpxR,1101,0.704
soxS,1101,0.782
arcA,1101,0.703
ompR,1101,0.734
argR,1101,0.719
ompR,1101,0.734
fur,1101,0.751
dnaA,1101,0.714
nagC,1101,0.79
malT,1101,0.745
nagC,1101,0.79
fadR,1101,0.706
metJ,1101,0.705
tyrR,1101,0.771
fis,1101,0.726
crp,1101,0.724
fnr,1101,0.723
galR,1101,0.749
narP,1101,0.75
arcA,1101,0.703
glpR,1101,0.701
argR,1101,0.719
glpR,1101,0.701
lacI,1101,0.735
narP,1101,0.75
dnaA,1101,0.714
lrp,1101,0.701
narL,1101,0.754
lacI,1101,0.735
lrp,1584,0.727
glpR,1584,0.868
hns,1584,0.719
soxS,1584,0.739
torR,1584,0.724
cpxR,1584,0.759
lrp,1584,0.727
fis,1584,0.781
malT,1584,0.744
dnaA,1584,0.7
cytR,1584,0.723
cpxR,1584,0.759
ompR,1584,0.702
argR,1584,0.723
cytR,1584,0.723
ompR,1584,0.702
rpoN,1584,0.765
fur,1584,0.738
malT,1584,0.744
phoB,1584,0.702
soxS,1584,0.739
fur,1584,0.738
dnaA,1584,0.7
torR,1584,0.724
rpoN,1584,0.765
phoB,1584,0.702
fis,1584,0.781
argR,1584,0.723
hns,1584,0.719
glpR,1584,0.868
tyrR,1100,0.804
torR,1100,0.844
pdhR,1100,0.707
hns,1100,0.776
crp,1100,0.742
torR,1100,0.844
fadR,1100,0.748
soxS,1100,0.757
lrp,1100,0.716
hns,1100,0.776
fis,1100,0.733
cpxR,1100,0.702
narL,1100,0.7
metR,1100,0.776
pdhR,1100,0.707
cpxR,1100,0.702
soxS,1100,0.757
arcA,1100,0.78
ompR,1100,0.771
argR,1100,0.741
cytR,1100,0.716
ompR,1100,0.771
dnaA,1100,0.701
nagC,1100,0.745
cytR,1100,0.716
nagC,1100,0.745
fadR,1100,0.748
tyrR,1100,0.804
fis,1100,0.733
crp,1100,0.742
narP,1100,0.875
arcA,1100,0.78
metR,1100,0.776
glpR,1100,0.788
argR,1100,0.741
glpR,1100,0.788
narP,1100,0.875
dnaA,1100,0.701
lrp,1100,0.716
narL,1100,0.7
cspA,1109,0.769
pdhR,1109,0.756
hns,1109,0.799
fadR,1109,0.786
galR,1109,0.725
soxS,1109,0.729
lrp,1109,0.85
hns,1109,0.799
fis,1109,0.724
narL,1109,0.773
cpxR,1109,0.715
fnr,1109,0.76
metJ,1109,0.793
iclR,1109,0.729
cspA,1109,0.769
pdhR,1109,0.756
fur,1109,0.764
cpxR,1109,0.715
soxS,1109,0.729
arcA,1109,0.722
ompR,1109,0.869
cytR,1109,0.704
fur,1109,0.764
nagC,1109,0.724
dnaA,1109,0.736
cytR,1109,0.704
purR,1109,0.727
gcvA,1109,0.708
nagC,1109,0.724
iclR,1109,0.729
fadR,1109,0.786
metJ,1109,0.793
fis,1109,0.724
purR,1109,0.727
fnr,1109,0.76
galR,1109,0.725
rpoN,1109,0.703
narP,1109,0.726
rpoN,1109,0.703
arcA,1109,0.722
deoR,1109,0.709
narP,1109,0.726
dnaA,1109,0.736
narL,1109,0.773
lrp,1109,0.85
deoR,1109,0.709
gcvA,1109,0.708
cspA,1108,0.777
phoB,1108,0.767
torR,1108,0.707
hns,1108,0.7
crp,1108,0.737
fadR,1108,0.701
torR,1108,0.707
galR,1108,0.71
soxS,1108,0.702
lrp,1108,0.802
hns,1108,0.7
cpxR,1108,0.741
fnr,1108,0.806
metJ,1108,0.702
metR,1108,0.759
cspA,1108,0.777
phoB,1108,0.767
malT,1108,0.795
cpxR,1108,0.741
soxS,1108,0.702
arcA,1108,0.715
ompR,1108,0.741
cytR,1108,0.9
dnaA,1108,0.79
cytR,1108,0.9
malT,1108,0.795
fadR,1108,0.701
metJ,1108,0.702
crp,1108,0.737
fnr,1108,0.806
galR,1108,0.71
rpoN,1108,0.7
narP,1108,0.746
rpoN,1108,0.7
arcA,1108,0.715
metR,1108,0.759
glpR,1108,0.718
narP,1108,0.746
dnaA,1108,0.79
lrp,1108,0.802
phoB,1121,0.716
torR,1121,0.809
hipB,1121,0.719
crp,1121,0.734
tyrR,1121,0.703
hns,1121,0.724
pdhR,1121,0.756
galR,1121,0.721
soxS,1121,0.726
fadR,1121,0.726
torR,1121,0.809
glpR,1121,0.815
lrp,1121,0.781
metJ,1121,0.703
narL,1121,0.715
cpxR,1121,0.747
hipB,1121,0.719
hns,1121,0.724
phoB,1121,0.716
arcA,1121,0.702
cytR,1121,0.734
soxS,1121,0.726
fur,1121,0.732
malT,1121,0.823
ompR,1121,0.742
cpxR,1121,0.747
nagC,1121,0.735
pdhR,1121,0.756
malT,1121,0.823
dnaA,1121,0.741
cytR,1121,0.734
nagC,1121,0.735
metJ,1121,0.703
fadR,1121,0.726
tyrR,1121,0.703
crp,1121,0.734
galR,1121,0.721
arcA,1121,0.702
metR,1121,0.763
glpR,1121,0.815
lrp,1121,0.781
narL,1121,0.715
dnaA,1121,0.741
torR,1120,0.791
cspA,1120,0.723
tyrR,1120,0.701
hns,1120,0.779
fadR,1120,0.749
torR,1120,0.791
glpR,1120,0.746
lrp,1120,0.749
fis,1120,0.756
hns,1120,0.779
fnr,1120,0.701
cspA,1120,0.723
iclR,1120,0.708
cytR,1120,0.712
argR,1120,0.701
fur,1120,0.762
rpoN,1120,0.747
fur,1120,0.762
fnr,1120,0.701
malT,1120,0.724
ompR,1120,0.701
malT,1120,0.724
dnaA,1120,0.718
cytR,1120,0.712
iclR,1120,0.708
fadR,1120,0.749
tyrR,1120,0.701
fis,1120,0.756
rpoN,1120,0.747
deoR,1120,0.787
glpR,1120,0.746
deoR,1120,0.787
argR,1120,0.701
lrp,1120,0.749
dnaA,1120,0.718
phoB,1118,0.768
crp,1118,0.705
torR,1118,0.755
pdhR,1118,0.756
tyrR,1118,0.727
hns,1118,0.722
fadR,1118,0.752
soxS,1118,0.708
torR,1118,0.755
lrp,1118,0.797
narL,1118,0.726
cpxR,1118,0.701
fnr,1118,0.73
hns,1118,0.722
metR,1118,0.712
phoB,1118,0.768
fur,1118,0.733
soxS,1118,0.708
malT,1118,0.811
arcA,1118,0.792
ompR,1118,0.74
cpxR,1118,0.701
ompR,1118,0.74
cytR,1118,0.78
fur,1118,0.733
pdhR,1118,0.756
malT,1118,0.811
cytR,1118,0.78
fadR,1118,0.752
tyrR,1118,0.727
crp,1118,0.705
fnr,1118,0.73
rpoN,1118,0.716
arcA,1118,0.792
metR,1118,0.712
narL,1118,0.726
lrp,1118,0.797
gcvA,1117,0.725
cspA,1117,0.808
torR,1117,0.737
pdhR,1117,0.732
tyrR,1117,0.775
hns,1117,0.805
fadR,1117,0.702
galR,1117,0.832
soxS,1117,0.805
torR,1117,0.737
lrp,1117,0.843
metJ,1117,0.824
narL,1117,0.726
cpxR,1117,0.735
fnr,1117,0.765
hns,1117,0.805
cynR,1117,0.711
metR,1117,0.719
cspA,1117,0.808
argR,1117,0.776
malT,1117,0.75
arcA,1117,0.712
soxS,1117,0.805
ompR,1117,0.736
cynR,1117,0.711
cpxR,1117,0.735
ompR,1117,0.736
cytR,1117,0.73
dnaA,1117,0.746
nagC,1117,0.716
pdhR,1117,0.732
malT,1117,0.75
cytR,1117,0.73
purR,1117,0.748
nagC,1117,0.716
gcvA,1117,0.725
metJ,1117,0.824
fadR,1117,0.702
purR,1117,0.748
tyrR,1117,0.775
fhlA,1117,0.738
galR,1117,0.832
fnr,1117,0.765
arcA,1117,0.712
metR,1117,0.719
argR,1117,0.776
narL,1117,0.726
dnaA,1117,0.746
lrp,1117,0.843
fhlA,1117,0.738
crp,1116,0.713
cspA,1116,0.7
phoB,1116,0.722
pdhR,1116,0.78
hns,1116,0.851
galR,1116,0.714
soxS,1116,0.771
lrp,1116,0.712
metJ,1116,0.818
cpxR,1116,0.717
hns,1116,0.851
fnr,1116,0.734
metR,1116,0.862
cspA,1116,0.7
phoB,1116,0.722
malT,1116,0.861
arcA,1116,0.712
soxS,1116,0.771
cpxR,1116,0.717
cytR,1116,0.779
dnaA,1116,0.733
pdhR,1116,0.78
malT,1116,0.861
cytR,1116,0.779
metJ,1116,0.818
crp,1116,0.713
galR,1116,0.714
fnr,1116,0.734
arcA,1116,0.712
metR,1116,0.862
dnaA,1116,0.733
lrp,1116,0.712
hns,1599,0.83
fnr,1599,0.714
glpR,1599,0.729
pdhR,1599,0.805
cspA,1599,0.7
soxS,1599,0.828
lexA,1599,0.716
torR,1599,0.724
arcA,1599,0.782
gcvA,1599,0.753
iclR,1599,0.813
lrp,1599,0.708
pdhR,1599,0.805
lexA,1599,0.716
malT,1599,0.807
dnaA,1599,0.769
ompR,1599,0.739
cspA,1599,0.7
argR,1599,0.742
fnr,1599,0.714
ompR,1599,0.739
cytR,1599,0.712
fur,1599,0.91
nagC,1599,0.742
malT,1599,0.807
narL,1599,0.743
metR,1599,0.75
phoB,1599,0.724
cytR,1599,0.712
iclR,1599,0.813
tyrR,1599,0.716
soxS,1599,0.828
fur,1599,0.91
gcvA,1599,0.753
nagC,1599,0.742
dnaA,1599,0.769
torR,1599,0.724
arcA,1599,0.782
narL,1599,0.743
phoB,1599,0.724
argR,1599,0.742
metR,1599,0.75
hns,1599,0.83
tyrR,1599,0.716
glpR,1599,0.729
gcvA,1115,0.757
crp,1115,0.791
cspA,1115,0.738
hns,1115,0.877
tyrR,1115,0.703
fadR,1115,0.72
soxS,1115,0.702
lrp,1115,0.717
cpxR,1115,0.743
hns,1115,0.877
cspA,1115,0.738
argR,1115,0.718
malT,1115,0.781
arcA,1115,0.715
soxS,1115,0.702
ompR,1115,0.736
cpxR,1115,0.743
ompR,1115,0.736
cytR,1115,0.806
dnaA,1115,0.743
lexA,1115,0.724
malT,1115,0.781
cytR,1115,0.806
gcvA,1115,0.757
fadR,1115,0.72
tyrR,1115,0.703
crp,1115,0.791
rpoN,1115,0.714
arcA,1115,0.715
glpR,1115,0.727
lexA,1115,0.724
argR,1115,0.718
glpR,1115,0.727
dnaA,1115,0.743
lrp,1115,0.717
hns,1598,0.777
fadR,1598,0.742
glpR,1598,0.788
cspA,1598,0.754
soxS,1598,0.721
arcA,1598,0.723
lrp,1598,0.718
malT,1598,0.807
ompR,1598,0.746
cspA,1598,0.754
cytR,1598,0.77
ompR,1598,0.746
malT,1598,0.807
cynR,1598,0.756
narL,1598,0.711
cytR,1598,0.77
fadR,1598,0.742
soxS,1598,0.721
cynR,1598,0.756
arcA,1598,0.723
narL,1598,0.711
hns,1598,0.777
glpR,1598,0.788
crp,1114,0.816
cspA,1114,0.808
torR,1114,0.755
phoB,1114,0.834
pdhR,1114,0.732
hns,1114,0.901
fadR,1114,0.714
torR,1114,0.755
lrp,1114,0.773
fis,1114,0.743
metJ,1114,0.793
narL,1114,0.738
cpxR,1114,0.704
hns,1114,0.901
fnr,1114,0.869
cynR,1114,0.822
metR,1114,0.703
cspA,1114,0.808
iclR,1114,0.708
phoB,1114,0.834
fur,1114,0.858
argR,1114,0.718
malT,1114,0.817
arcA,1114,0.757
ompR,1114,0.803
cynR,1114,0.822
cpxR,1114,0.704
cytR,1114,0.779
ompR,1114,0.803
fur,1114,0.858
dnaA,1114,0.765
nagC,1114,0.711
pdhR,1114,0.732
malT,1114,0.817
cytR,1114,0.779
nagC,1114,0.711
iclR,1114,0.708
metJ,1114,0.793
fadR,1114,0.714
fis,1114,0.743
crp,1114,0.816
fnr,1114,0.869
arcA,1114,0.757
metR,1114,0.703
glpR,1114,0.771
argR,1114,0.718
glpR,1114,0.771
narL,1114,0.738
lrp,1114,0.773
dnaA,1114,0.765
gcvA,1113,0.759
crp,1113,0.834
cspA,1113,0.8
torR,1113,0.773
hns,1113,0.781
tyrR,1113,0.849
fadR,1113,0.702
torR,1113,0.773
galR,1113,0.707
soxS,1113,0.706
lrp,1113,0.717
hns,1113,0.781
fis,1113,0.716
metJ,1113,0.723
narL,1113,0.754
cpxR,1113,0.734
metR,1113,0.712
cspA,1113,0.8
iclR,1113,0.813
malT,1113,0.714
soxS,1113,0.706
ompR,1113,0.726
cpxR,1113,0.734
cytR,1113,0.718
ompR,1113,0.726
dnaA,1113,0.809
nagC,1113,0.765
malT,1113,0.714
cytR,1113,0.718
gcvA,1113,0.759
nagC,1113,0.765
iclR,1113,0.813
metJ,1113,0.723
fadR,1113,0.702
tyrR,1113,0.849
fis,1113,0.716
crp,1113,0.834
galR,1113,0.707
metR,1113,0.712
narL,1113,0.754
lrp,1113,0.717
dnaA,1113,0.809
lrp,1597,0.703
metJ,1597,0.774
glpR,1597,0.71
fhlA,1597,0.711
hns,1597,0.713
cspA,1597,0.746
soxS,1597,0.769
lexA,1597,0.718
cpxR,1597,0.713
ilvY,1597,0.702
gcvA,1597,0.714
crp,1597,0.741
arcA,1597,0.738
iclR,1597,0.729
ilvY,1597,0.702
lrp,1597,0.703
cpxR,1597,0.713
lexA,1597,0.718
fis,1597,0.718
malT,1597,0.743
dnaA,1597,0.873
ompR,1597,0.849
cspA,1597,0.746
cysB,1597,0.702
rpoN,1597,0.764
cytR,1597,0.704
ompR,1597,0.849
fur,1597,0.751
nagC,1597,0.759
malT,1597,0.743
crp,1597,0.741
narL,1597,0.726
phoB,1597,0.764
metJ,1597,0.774
cytR,1597,0.704
iclR,1597,0.729
soxS,1597,0.769
fur,1597,0.751
deoR,1597,0.709
gcvA,1597,0.714
nagC,1597,0.759
dnaA,1597,0.873
fhlA,1597,0.711
rpoN,1597,0.764
arcA,1597,0.738
narL,1597,0.726
phoB,1597,0.764
fis,1597,0.718
deoR,1597,0.709
hns,1597,0.713
glpR,1597,0.71
cysB,1597,0.702
gcvA,1112,0.716
crp,1112,0.721
cspA,1112,0.7
torR,1112,0.809
pdhR,1112,0.707
hns,1112,0.812
fadR,1112,0.764
soxS,1112,0.748
torR,1112,0.809
lrp,1112,0.715
hns,1112,0.812
fnr,1112,0.741
cynR,1112,0.711
cspA,1112,0.7
iclR,1112,0.75
arcA,1112,0.705
soxS,1112,0.748
ompR,1112,0.766
cynR,1112,0.711
cytR,1112,0.708
ompR,1112,0.766
nagC,1112,0.701
pdhR,1112,0.707
cytR,1112,0.708
gcvA,1112,0.716
nagC,1112,0.701
iclR,1112,0.75
fadR,1112,0.764
crp,1112,0.721
fnr,1112,0.741
ada,1112,0.75
rpoN,1112,0.766
arcA,1112,0.705
glpR,1112,0.811
ada,1112,0.75
lrp,1112,0.715
glpR,1596,0.756
hns,1596,0.822
cspA,1596,0.769
soxS,1596,0.777
cpxR,1596,0.74
torR,1596,0.857
ilvY,1596,0.754
arcA,1596,0.736
ilvY,1596,0.754
cpxR,1596,0.74
fis,1596,0.724
malT,1596,0.745
dnaA,1596,0.701
ompR,1596,0.703
cspA,1596,0.769
rpoN,1596,0.711
cytR,1596,0.787
ompR,1596,0.703
malT,1596,0.745
metR,1596,0.769
cytR,1596,0.787
soxS,1596,0.777
dnaA,1596,0.701
torR,1596,0.857
rpoN,1596,0.711
arcA,1596,0.736
fis,1596,0.724
metR,1596,0.769
hns,1596,0.822
glpR,1596,0.756
fnr,1595,0.753
lrp,1595,0.742
fhlA,1595,0.725
hns,1595,0.894
pdhR,1595,0.707
soxS,1595,0.724
cpxR,1595,0.784
gcvA,1595,0.716
crp,1595,0.714
lrp,1595,0.742
pdhR,1595,0.707
cpxR,1595,0.784
purR,1595,0.8
trpR,1595,0.723
malT,1595,0.771
dnaA,1595,0.72
ompR,1595,0.774
fnr,1595,0.753
rpoN,1595,0.708
ompR,1595,0.774
cytR,1595,0.708
purR,1595,0.8
nagC,1595,0.701
malT,1595,0.771
crp,1595,0.714
narL,1595,0.791
metR,1595,0.709
cytR,1595,0.708
soxS,1595,0.724
nagC,1595,0.701
gcvA,1595,0.716
dnaA,1595,0.72
fhlA,1595,0.725
rpoN,1595,0.708
narL,1595,0.791
trpR,1595,0.723
metR,1595,0.709
hns,1595,0.894
crp,1111,0.721
cspA,1111,0.746
torR,1111,0.724
phoB,1111,0.71
pdhR,1111,0.707
hns,1111,0.755
fadR,1111,0.764
torR,1111,0.724
soxS,1111,0.824
lrp,1111,0.752
hns,1111,0.755
metJ,1111,0.701
fnr,1111,0.712
cpxR,1111,0.75
cynR,1111,0.711
metR,1111,0.742
cspA,1111,0.746
iclR,1111,0.729
phoB,1111,0.71
fur,1111,0.775
arcA,1111,0.705
soxS,1111,0.824
ompR,1111,0.766
cynR,1111,0.711
cpxR,1111,0.75
ompR,1111,0.766
cytR,1111,0.708
fur,1111,0.775
nagC,1111,0.735
pdhR,1111,0.707
cytR,1111,0.708
iclR,1111,0.729
nagC,1111,0.735
metJ,1111,0.701
fadR,1111,0.764
crp,1111,0.721
fnr,1111,0.712
rpoN,1111,0.728
arcA,1111,0.705
metR,1111,0.742
glpR,1111,0.717
lrp,1111,0.752
phoB,1119,0.743
crp,1119,0.723
torR,1119,0.707
pdhR,1119,0.707
hns,1119,0.756
fadR,1119,0.713
soxS,1119,0.703
galR,1119,0.711
torR,1119,0.707
lrp,1119,0.776
metJ,1119,0.728
fis,1119,0.704
narL,1119,0.882
cpxR,1119,0.706
hns,1119,0.756
cynR,1119,0.756
phoB,1119,0.743
soxS,1119,0.703
fur,1119,0.722
malT,1119,0.709
arcA,1119,0.735
ompR,1119,0.81
cynR,1119,0.756
cpxR,1119,0.706
cytR,1119,0.754
ompR,1119,0.81
fur,1119,0.722
dnaA,1119,0.711
pdhR,1119,0.707
malT,1119,0.709
cytR,1119,0.754
metJ,1119,0.728
fadR,1119,0.713
fis,1119,0.704
crp,1119,0.723
narP,1119,0.714
rpoN,1119,0.718
galR,1119,0.711
deoR,1119,0.709
arcA,1119,0.735
glpR,1119,0.782
narP,1119,0.714
narL,1119,0.882
dnaA,1119,0.711
lrp,1119,0.776
deoR,1119,0.709
crp,1132,0.704
torR,1132,0.755
cspA,1132,0.715
phoB,1132,0.723
hns,1132,0.743
pdhR,1132,0.732
lrp,1132,0.774
soxS,1132,0.72
torR,1132,0.755
fis,1132,0.735
hns,1132,0.743
cspA,1132,0.715
phoB,1132,0.723
cynR,1132,0.711
arcA,1132,0.719
iclR,1132,0.771
soxS,1132,0.72
rpoN,1132,0.708
cytR,1132,0.746
fur,1132,0.701
argR,1132,0.836
malT,1132,0.812
ompR,1132,0.753
cynR,1132,0.711
nagC,1132,0.705
pdhR,1132,0.732
malT,1132,0.812
cytR,1132,0.746
purR,1132,0.701
dnaA,1132,0.703
iclR,1132,0.771
purR,1132,0.701
nagC,1132,0.705
narP,1132,0.76
fis,1132,0.735
crp,1132,0.704
rpoN,1132,0.708
metR,1132,0.778
arcA,1132,0.719
argR,1132,0.836
metR,1132,0.778
narP,1132,0.76
lrp,1132,0.774
dnaA,1132,0.703
crp,1131,0.724
torR,1131,0.737
cspA,1131,0.723
ilvY,1131,0.772
hns,1131,0.756
ilvY,1131,0.772
tyrR,1131,0.799
lrp,1131,0.726
galR,1131,0.747
soxS,1131,0.822
fnr,1131,0.715
glpR,1131,0.75
torR,1131,0.737
fis,1131,0.793
metJ,1131,0.763
hns,1131,0.756
narL,1131,0.701
cpxR,1131,0.706
cspA,1131,0.723
arcA,1131,0.783
cytR,1131,0.717
soxS,1131,0.822
fur,1131,0.738
fnr,1131,0.715
argR,1131,0.71
malT,1131,0.807
cpxR,1131,0.706
ompR,1131,0.737
nagC,1131,0.769
malT,1131,0.807
cytR,1131,0.717
dnaA,1131,0.756
tyrR,1131,0.799
metJ,1131,0.763
nagC,1131,0.769
narP,1131,0.718
fis,1131,0.793
galR,1131,0.747
crp,1131,0.724
arcA,1131,0.783
argR,1131,0.71
narP,1131,0.718
glpR,1131,0.75
lrp,1131,0.726
dnaA,1131,0.756
narL,1131,0.701
gcvA,1130,0.724
torR,1130,0.737
crp,1130,0.822
phoB,1130,0.836
cspA,1130,0.731
ilvY,1130,0.702
hns,1130,0.866
ilvY,1130,0.702
pdhR,1130,0.707
tyrR,1130,0.748
lrp,1130,0.706
soxS,1130,0.716
fnr,1130,0.815
fadR,1130,0.715
torR,1130,0.737
fis,1130,0.735
hns,1130,0.866
narL,1130,0.703
cpxR,1130,0.704
cspA,1130,0.731
phoB,1130,0.836
arcA,1130,0.777
rpoN,1130,0.713
soxS,1130,0.716
cytR,1130,0.847
fur,1130,0.783
fnr,1130,0.815
argR,1130,0.724
malT,1130,0.719
cpxR,1130,0.704
ompR,1130,0.788
nagC,1130,0.743
pdhR,1130,0.707
malT,1130,0.719
cytR,1130,0.847
dnaA,1130,0.759
fadR,1130,0.715
gcvA,1130,0.724
tyrR,1130,0.748
nagC,1130,0.743
fis,1130,0.735
crp,1130,0.822
rpoN,1130,0.713
metR,1130,0.756
arcA,1130,0.777
argR,1130,0.724
metR,1130,0.756
lrp,1130,0.706
dnaA,1130,0.759
narL,1130,0.703
torR,1129,0.791
phoB,1129,0.722
cspA,1129,0.792
gcvA,1129,0.757
hns,1129,0.914
pdhR,1129,0.732
soxS,1129,0.709
lrp,1129,0.812
torR,1129,0.791
glpR,1129,0.805
narL,1129,0.792
cpxR,1129,0.724
hns,1129,0.914
fnr,1129,0.709
cspA,1129,0.792
cynR,1129,0.778
phoB,1129,0.722
arcA,1129,0.818
cytR,1129,0.761
fur,1129,0.717
soxS,1129,0.709
fur,1129,0.717
