"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2"
"yagJ",181.8,155.7,141.4,285.6,50.8,93.1,157.5,114.6,79.4,108.9,95.7,80.8
"yagK",109.6,79.8,101.1,153.4,137.1,101.9,26.6,165.2,63.1,56.7,64.1,56.6
"yagL",92.7,66.3,53.8,16.4,110.9,95.6,69.1,226.4,37.3,30.8,26.1,13.9
"yagM",29.4,16.6,12.8,32.1,43.1,77.7,96.2,79.8,6.3,7.7,17.5,1.3
"yagN",649.6,752,1300.4,993,391.7,955.1,633.2,633,973.4,775.4,1242.2,560.9
"intF",122,114,187.4,141.9,188.4,161.5,341.6,330.6,147.8,168.1,217,124.8
"yagP",82.2,76,72.7,123.7,66.2,133.5,164.5,268,45.3,51.7,71.8,59.1
"paoD",31.6,28.1,33.7,148.9,25,40.7,50.5,59.2,11.1,8.2,17.3,21.2
"paoC",35.7,33.2,123.6,358.6,40.6,36.2,82.7,93.4,15.3,26.1,124.8,107.2
"paoB",55.5,62.9,245.2,211.4,389.2,385.9,168.5,462.1,86.9,67.2,82.9,82.5
"paoA",28.1,41.4,113.2,206.6,42.8,36.5,254.2,302.6,9,65.1,63,64
"yagU",450.3,316.1,453.4,407.9,123.7,323.3,193.5,214.5,123.9,288.2,306.3,156.8
"ykgJ",139.5,173.5,119.5,135,267,162.5,265.4,196,61.6,98.4,72.8,41
"ecpE",53.1,120.4,121.9,145.8,171.1,148.5,164.9,111.5,72.1,93.3,100.2,90.6
"ecpD",230,235.5,203,268.9,210.3,197.9,157.9,270.9,152.7,159.4,168.8,107.6
"ecpC",37.5,109.7,132,65.6,30,62.9,169.1,61.7,57.9,60.2,72.1,21.7
"ecpB",90.8,124.1,68.6,60.4,14,19,51,33.6,35.8,7.7,37.3,22.3
"ecpA",143,196.1,195.8,94.3,177,123.6,174.8,85,55.4,64.8,58.6,38
"matA",31.3,46.9,51.2,40.3,120.3,37.5,15.4,160.1,9.5,16.1,27.6,2.2
"ykgL",199,182.3,93.1,157.4,242.6,539.2,172.5,115.7,40.7,48.4,44.9,23.5
"ykgM",160.8,96.7,74.2,53.7,62.1,68.4,7,12.5,25,50.7,30.1,20.7
"eaeH",93.2,221.2,146.4,147.9,260.1,173.2,308.7,250.2,58.7,161.6,54.8,36.6
"ykgA",75.9,70.8,88.9,137.7,84.4,89.3,76.3,63.5,55.4,88.7,137.5,89.8
"rclC",225.3,212.9,149.6,152.7,133.8,306.8,309.4,215.6,65.3,151.9,112.9,69.5
"rclB",64.7,37.4,36.2,8.2,59,11,121.2,105.9,1.3,40.5,30.6,3.8
"rclA",105.9,140.7,157.2,445.6,86.2,245.9,494.9,440.3,38.4,108.9,185.5,118.6
"rclR",221.8,186.7,154.7,226.9,151.4,154.7,280.6,156.5,91.2,75.7,119.6,82
"ykgE",154.2,418.8,303.5,172.1,1373,6830.1,121.7,75.1,249.6,729.4,126,78.6
"ykgF",151.1,220.1,243.2,137.7,457.2,785,356.6,148.9,155.5,279.5,87.8,45.5
"ykgG",552.2,1155.9,801.1,396,1287.8,2006.8,703.4,693.1,265.1,380.9,206.6,166.7
"ykgH",39.1,60.6,72.5,89.5,104.5,24.9,34.7,88.6,38.4,35.3,15.6,14.9
"betA",411.3,284.9,289.3,310.9,608.6,791.9,847,788.6,404.6,295.4,319.6,226.3
"betB",279.8,204.9,352.8,406.5,302.3,122.7,357.7,512.4,480.7,387.5,380.7,365.3
"betI",944.3,631.2,910.1,932.2,1247.5,892.6,1146.1,1503.2,1028.7,1440.6,644.7,838.5
"betT",422.1,199.3,430.4,1645.2,356.4,475.2,596.5,863.2,328.6,403.8,299.4,443.4
"pdeL",298.8,93.1,104.1,143.4,83.6,203.9,149.8,87.5,107.4,131.9,74.5,13
"yahB",80.9,80.8,92.9,95.9,113.7,39.6,46.7,38.8,214,82.3,103.4,72.4
"yahC",61.9,182.7,134.4,125.1,40.9,41.6,59,57.3,47.6,41.3,20.8,17
"yahD",89.5,174,192,489.9,96.9,141.9,142.1,104.1,84.1,78.1,123.3,108.2
"yahE",135.9,126.3,188.1,223.2,26.6,31,30.8,38.4,66,74.8,55.3,10.1
"yahF",60.8,215.3,141,170.3,155.4,151,31.5,147.6,78.9,85.1,52.3,26.2
"yahG",134.5,179.6,160.4,274.3,153,249.8,235.9,236.4,103.3,45.6,68.2,91.5
"yahH",1079.5,805.4,1338,1908.5,879.3,451.1,596.6,756.7,117.2,73.5,158.5,167.2
"yahI",46.7,54.7,170.8,111.9,57.9,70.4,62.8,198.6,51.1,67.4,64.9,54.8
"yahJ",39,58.5,38.1,37.4,49.2,71.1,40.3,57,18.4,4.7,12.6,5.9
"yahK",174.5,263.2,128.6,159.7,264.2,319.3,260,284.6,73.3,48.9,54.3,62.9
"yahL",6.5,18,33.3,4.5,1.5,9.4,3.8,10.6,15,5.8,2,2.5
"yahM",9.8,21.2,37.3,9.3,8.1,18,17,18.7,20.3,3.5,3.4,3.1
"yahN",54.5,40.9,53.1,22.4,25,64.8,156.9,148.1,9.4,43.2,7.1,5.6
"yahO",20.3,68,39.3,30.8,15.3,11.4,73.2,17.6,4,1.2,2.4,3.2
"prpR",22.3,37,24.1,27.5,20.2,34,42.5,40.2,11.4,7.1,11.7,25.2
"prpB",195.9,207.5,234.7,71.2,224.2,224.6,363.7,339,90.5,50.8,74.2,54.1
"prpC",139.3,183.4,148.2,144.2,91.2,72.8,56.4,36.8,54.3,27.5,43,36.2
"prpD",27,59.7,29.3,16.9,31.7,917,29.1,56.4,8.9,3.7,4.8,4.6
"prpE",37.1,183.5,122.4,127.1,52.1,45.1,36.1,126.2,58.2,49.8,35.1,30.2
"codB",14.7,49.4,27.2,22.7,12.8,24.3,18.8,16.6,6.6,5.6,6.9,4.9
"codA",75.7,108.5,114.4,85.4,66.8,45.9,48.3,59.1,17.3,57.4,17.8,12.3
"cynR",71.4,155.2,116,73.5,130.8,181.9,38.5,195.1,32.2,56.3,30.8,26.3
"cynT",82.8,126.2,77.5,65.1,149.1,282.7,350.8,193,34,45.4,39.4,37
"cynS",3.9,10.2,6.4,3.5,87.9,6.7,14.6,5.5,1.3,2.9,0.9,0.9
"cynX",74.5,43,19.3,45.5,20.1,54.1,45.8,59,34.1,11.6,10.7,17.1
"lacA",8.8,8.2,11.1,3.8,9,56.1,4.3,40.6,1.6,0.8,1.3,2
"lacY",14.7,31.8,45.2,21.4,9,11.9,106,22.9,5.1,14.4,5.2,11.1
"lacZ",144.1,84.2,42.3,127.2,107.7,131.3,45.2,42.5,69.4,50.5,24.8,25.9
"lacI",56.4,79.9,43.8,81.8,1224.6,660,1113,858.3,11.5,31.5,13,12.9
"mhpR",11.6,21.2,18.4,13.3,32.5,25.1,25.6,27.5,6.3,8.6,8.2,7.2
"mhpA",350.6,436.9,282.4,349.4,360.1,505.9,352,388.4,141.5,172.9,101.3,139.7
"mhpB",23,28.9,19.6,20,27.8,28.6,31.3,43.4,7.4,6.1,5.9,5.7
"mhpC",26.4,21.4,183.3,118.4,35,138.3,194,50.3,7.6,19.5,45.2,28.5
"mhpD",163.5,154.8,143.2,28.9,34.6,42.8,45.2,42.8,41.1,27,33.1,37.8
"mhpF",135,105.3,85.5,96.2,109.4,119,219.6,232.3,30.8,10.9,25.6,39.3
"mhpE",313.9,336.9,203.3,176.1,152.1,108,74.5,368.6,129.2,151.2,84.5,103.5
"mhpT",341.5,258.9,214.5,253.1,168.3,85.3,87.9,130.7,33.9,169.8,44.8,17.3
"yaiL",760.3,870.7,795.5,760.8,829.7,936.1,666,509.3,314.7,360.6,297.6,278.1
"frmB",186,84.9,125.3,40.7,76.8,73.8,93.3,74.5,38.1,59.2,56.6,40.1
"frmA",1095.7,983.8,560.9,766,339.4,683,1006.6,1035.8,580.3,438.8,480,338.6
"frmR",875,526.2,394.6,801.7,331.3,599.5,665.8,766.1,439.5,313.2,311.1,208.9
"yaiO",125.6,168.1,178.3,707.3,175.3,207.1,223.3,439.9,64.5,77.8,106.1,153.1
"insC1",NA,NA,NA,NA,NA,NA,NA,NA,1068,2058.7,1598,1710.8
"insD1",NA,NA,NA,NA,NA,NA,NA,NA,2721.8,3441.3,4248.2,3713
"yaiP",55.9,96.3,99,100,187.2,109,71.1,138.8,27.3,72.7,27.1,28.9
"yaiS",22.5,6.7,20.7,24,29.9,86.9,20,86.6,1.7,8.3,12.1,1.8
"tauA",158,182.3,184.2,195.8,124.4,251.7,39,83.5,12.5,41.3,51.1,45
"tauB",253.5,298.8,206.6,192.5,181.4,143.2,418.1,354.5,75.6,79.7,90.6,73.6
"tauC",203.3,313.8,271.7,238.7,234.2,240.7,790,331.7,152.7,158.7,96,96.1
"tauD",87.3,80.4,38.1,56.4,45.6,174,101.5,82.2,51.3,60.6,64.8,47.8
"hemB",1010.2,1420.9,981.8,685.6,991.3,1269.9,863.7,686.9,454.4,532.7,313.9,220.2
"insF2",NA,NA,NA,NA,NA,NA,NA,NA,158.6,162.9,155.9,109.2
"insE2",NA,NA,NA,NA,NA,NA,NA,NA,409.7,481.4,485.9,470.7
"iprA",4.1,10.5,4.5,28.5,40.7,6.5,11.4,9,1.4,0.8,2.9,1
"ampH",171,288.7,320.3,243.5,324.8,546.6,320.5,258.3,253.7,243.1,267.1,225.7
"sbmA",269.7,390.1,318,241.4,175.6,34.2,32.1,122.2,93.3,141.2,99.7,83.5
"yaiW",145.1,170.8,147.4,128.6,31.7,286,57.7,143.6,119.6,106.6,22.6,84.2
"yaiY",NA,NA,NA,NA,NA,NA,NA,NA,16.6,38,78.8,47.1
"yaiZ",NA,NA,NA,NA,NA,NA,NA,NA,304.3,185.5,345.4,317.3
"ddlA",1550.4,1172.3,854.7,390.7,665.6,974.5,630.7,381.3,478.6,263.5,217.4,164.8
"iraP",355.5,345.5,805.7,1212.4,70,857.5,1214.8,688.4,271.5,308.4,913.5,446.6
"phoA",51.4,52.4,65.2,92.4,171.4,132.3,82.2,41.4,18.1,9.2,73.7,15.2
"psiF",169.1,264.9,534.2,11871.2,141.2,714.9,3901.6,4339.7,94.9,457.8,2499.9,2614.5
"dgcC",158.3,205.7,125.8,232.2,270.8,297.5,474.3,394.5,87.7,82.3,98.5,87.5
"proC",505.2,817.4,794,1173.7,441.2,499.2,659.6,811.7,342.3,310.5,367.5,498.5
"yaiI",492.1,580.3,466.3,313.4,704.4,694.2,457,587,574.6,327.1,283.8,255.1
"aroL",1171.5,778.9,638.5,602.3,936.2,1069.1,920.4,749.1,828.9,362.7,372.1,554.1
"yaiA",786.3,506.8,641.7,10365.3,601.6,663.7,2709.3,2526.1,508.7,489.8,1877.3,1794.1
"aroM",130.2,121.9,104.2,292.5,135.6,77.7,251.8,584,122.9,253.1,232.7,491.7
"ppnP",1508.1,1854.4,2333.8,3606.4,2039.3,3291.7,3596,1983,2386.7,2375.2,1684.2,1308.8
"ykiA",NA,NA,NA,NA,NA,NA,NA,NA,79.8,68.7,176.3,135
"rdgC",1513.9,1713.3,1054.6,684.2,540,635.7,693.8,677.5,465.5,450.8,254.4,263.9
"mak",312,351,439.9,1743.6,210.5,799.5,1188.4,785.2,172.7,318.2,340,355.8
"araJ",106.9,40.2,97.8,164.5,236.8,228.9,229.4,190.2,59.6,19.5,69,92.6
"sbcC",231,252.2,263.5,346.6,456.6,212.8,429.1,401.9,95.2,95.5,166.4,170.7
"sbcD",392.4,432.6,345,213.5,302.3,233.2,363.5,453,144.9,241.9,130,102.2
"phoB",218.3,301.3,227.3,180.2,318.8,383.2,572.3,436.9,83.1,76.4,125.2,125.5
"phoR",45.9,77.8,120.2,129.3,25.3,29.4,185.6,126.8,11.8,36.9,44.4,58.5
"brnQ",466.7,389.1,258.9,822.7,535.7,420.8,423.2,579.1,208,178.7,163.2,223.8
"proY",349.5,328.9,251.7,188.3,383.3,226.4,184.1,51.6,270.8,230.7,123.7,119.2
"malZ",234.9,201.4,305.2,302.1,486.7,351.7,283.8,397.1,158.4,92.9,106.5,107.2
"acpH",293,261.8,268.2,397.5,557.2,371.6,558.4,886.2,131.2,196.7,237.8,236.1
"queA",1576.5,1322.9,750.4,124.5,740.9,529.9,86.7,83.3,628.4,912.3,106.5,115.3
"tgt",2109.8,2772.8,2654.9,571.4,2242.7,1545.6,611,582,1082.8,1366.7,363.8,186.1
"yajC",2492.3,3431.6,4590.8,1631.7,3882,6257.8,2486,1653.4,1859.9,1790.4,1266.8,835.9
"secD",1704.7,2016.5,1700.5,503.8,1286.1,1161.8,1023.3,712.5,1185,959.4,430.3,362.5
"secF",2192.6,1615.4,2520.7,1191,1772.8,1510.2,775.1,710.3,1166.5,850.7,452,627.1
"yajD",945,883.5,1219.4,1274.3,496.7,832.9,723.8,726.2,270.7,306.6,510,387.8
"tsx",3005.8,3870.7,11992.6,3450.9,7885.9,8682.7,11044.7,8525,2840.9,2500.2,3539.9,1663.1
"yajI",178,224.9,150.6,368.4,216,33,372.8,192.7,93.6,83,91.9,129.9
"nrdR",1357,1492.6,1001,1140.8,648.2,988.7,904,1178.8,687.7,620.6,483.7,460.6
"ribD",799,1066,685,385.1,476.3,754.9,606.8,587.6,433,571.9,316.6,337.5
"ribE",5185.7,4576.6,2332.5,561.5,3342.7,2241.6,1055.9,848.8,1140.8,1532.4,419.3,380.3
"nusB",5998.6,5188.9,2956.6,711.2,3279.6,1976.1,622.5,696.9,1151.7,1609.9,395.9,356.3
"thiL",548.9,426.7,485.5,258.5,431.2,352.9,462.8,401.7,198.9,217.2,180,117.9
"pgpA",585.6,623.7,644.5,922.1,718.2,755.9,777.2,741.9,320.9,309.5,222.3,287.4
"yajO",347.9,399.6,666.8,2682.7,502.4,959.8,2753.3,3917.2,327.5,408.4,1103,1402.2
"dxs",609.4,738.9,664,423.6,980.7,1201.9,725.5,506.2,446.2,387.2,241.4,241.2
"ispA",861.5,1071.6,893.6,244.9,1060.7,1219.3,1039.8,1094.2,622.3,821.3,483.7,351.3
"xseB",2764,3210.7,2666.7,1482.6,1990.6,3548.6,2033.4,2246.8,1789.4,1596.9,846.4,876.1
"thiI",1297.2,960.1,647.7,275.6,998.6,588.1,399.8,339.1,587.4,637.2,160.4,168.4
"yajL",343.1,339.6,266.2,361.5,348.2,487.6,541.2,351.8,153.9,130.5,139.8,134.4
"panE",654,661.1,403.5,922.8,376.8,545.3,604,549.6,447.3,238.7,323.3,283.5
"yajQ",3046.5,2816.9,2799.8,2512.5,2232,3429.3,1960.6,2258.7,771.2,671,815.2,735.2
"yajR",635.8,816.8,552.8,408.6,583.7,1017.4,733.6,633.7,300.4,270.1,148.5,167.3
"cyoE",1324.9,1175.5,1332,663.3,1962.8,1299.3,1052.9,700.8,810.4,563.2,334.3,284.4
"cyoD",3482.2,3774.9,3297.3,664.7,4569.3,3159.6,1328,1039,2177.4,1701.8,986.3,530.3
"cyoC",2471.9,2619.7,2617.3,720.1,3663.2,3330.9,1602.5,1093.5,2048.6,1757.5,968,599.4
"cyoB",3566.4,3518.6,3247.5,656.2,2824.3,3369,1470.2,1199.4,2744.8,1907,949.3,576
"cyoA",5216.4,4175.1,4611.8,966.7,4896.4,5416.4,2408.3,1985.6,3917.3,2752.6,1445,823.6
"ampG",428.1,380.3,316.2,98.4,328.7,363.7,308,230.5,220.8,172.5,116.5,53.8
"yajG",3370.7,2430.4,2633.1,557.3,2515.3,2441.7,1142,1128.7,1534.3,1248.9,714.8,403.6
"bolA",1157.7,1185.9,1024.3,15097.2,1424.3,2087.5,10262.9,6836.3,620.1,749.9,2349.7,2639.5
"tig",7568.1,7293.7,6130,453,8002.6,5880.2,1213.3,1058.6,2810.3,1601.7,304.4,244.9
"clpP",1258.1,1664.1,1404.6,2262.2,1203.4,833.2,1019.4,900,819.9,835.6,617.7,691.2
"clpX",1873.4,2593.3,2092.8,2918.3,3184.8,2465.1,3150.9,3017.9,878.7,1028.6,921.2,1112.5
"lon",2232.7,2431.6,1935.3,869.7,2059.4,1009.5,1131.7,1178.9,1069.4,1049.7,546.9,479.1
"hupB",6846.4,8802.3,14936.8,4794.5,5948.3,13425.5,9926,3425.6,4829.8,2602.1,2799.4,2000.4
"ppiD",933.4,1093.9,1239.6,592.9,1096.6,1016.8,1024.7,1112.2,624.4,678.7,411.2,381.6
"ybaV",268.4,221.6,338.8,248.5,330.9,194.8,136.4,242.6,151.5,144.4,118.6,68.9
"fadM",149.6,189.5,550.1,1887.9,45.6,229.2,787.2,1307.3,89.2,252.4,800.3,853.8
"queC",1331.3,1897.5,1118.5,658.6,715.7,1328.5,832.2,500.1,477.6,469.1,300.1,375.9
"ybaE",153,470.2,436.2,469.6,301.2,355.8,685.5,851.2,189.1,155,398.6,240.1
"cof",519.5,584.1,628.2,884.9,517.3,474.7,733.3,820.5,373.2,303.6,270.8,370.8
"decR",475.1,310.1,304,636.7,232.6,487.8,259.4,478.1,222.8,200.6,117.5,182.7
"mdlA",333.9,353.5,186.2,131.3,230.5,115.5,240,153.7,139.6,115.6,118.7,75.8
"mdlB",353.8,383.1,306.3,312.2,361.7,594.1,401.3,215.2,141.7,111.1,92.6,73
"glnK",76.2,46.7,50.6,18.1,63.5,129.1,132.4,102.1,21,14,46.1,6.4
"amtB",44.4,26,50.8,50.6,75.4,54.8,85.5,90.3,20.9,62,17.7,19.3
"tesB",322.3,313.6,281.4,545.8,339.9,396.2,503.9,760.3,152.6,175,198.4,238.5
"ybaY",164.1,293,404,8425.1,156.5,1053.1,4668.2,7713.7,138.6,539.3,2368.9,1766.8
"ybaZ",224.4,204,292.3,608.4,265.6,192.3,513.3,734.5,155.5,106,199.1,317
"ffs",2659.7,2746.2,2134.4,3934.8,104484.6,76626.3,80861.5,99679,3092.6,1370.9,5535.6,6329
"ybaA",1079,453.3,223.4,2922.2,1356.8,403.7,1968.9,3819.1,197,245.7,545.2,1161.5
"pdeB",261.6,226.9,151.4,349.3,224.3,281.3,327.6,326.8,105.2,124.6,165.7,118.6
"ylaC",1294.7,905.5,1502,884.1,730,990.7,791.1,875.8,698.7,549.7,583.8,418.8
"maa",712,626.5,895.7,229.1,922.9,593.5,300.5,216.8,648.4,773.5,207.6,133.8
"hha",5185.8,2708.5,1753.8,2717.8,3047.4,1681,1418.5,1151.2,3077.1,1504.7,1204.6,1040.6
"tomB",2611.8,1276.4,1064.2,3381.9,1530.7,649.5,791,676.2,1528.3,1386.5,1028.4,941.1
"acrB",1492.3,1066.1,1074.1,944.5,1354.3,1364.9,1151.2,1069.4,958,928.6,473.4,530.4
"acrA",1251.6,848.6,884.5,471.5,1010.6,1172,1164,1236.2,645.5,802,663.7,436.2
"acrR",370.6,275.1,267.1,193.3,454.1,165.1,266,102.8,399.5,333.4,107.4,78.3
"mscK",748.1,871,1019.1,445.3,1205.3,1159.6,525.9,481.4,321,225.7,157.7,167.5
"ybaM",734.5,601.2,515.1,457.2,622.6,775.6,788.3,638.4,224.9,155.8,184.2,201.5
"priC",504.4,639.4,566.8,513.8,268.7,547.7,757.2,588.8,317.9,346.6,261.8,212.2
"ybaN",843,583.8,509.1,473.3,626.8,406.6,475.8,922.1,848.4,578.7,343,840.4
"apt",4317.8,2275.2,2089,231.8,1890.7,1514.2,315.3,399.4,1229.6,1288.9,277.7,206.6
"dnaX",1629.2,845.9,619.1,34.2,1025,786.8,342.9,260.4,884.8,729,240.9,208.4
"ybaB",2656.3,1923.4,2067.5,888.1,1741.7,2201.7,1048.7,1268.8,993.6,1190.3,366.9,329.3
"recR",1809.7,1429.7,1328.1,258.8,2202.5,2007.4,929.5,703.5,956.8,1072.5,285.4,213.6
"htpG",911.2,588.7,510.4,224,1479,444.4,585.8,559.7,461.4,503.1,105.1,95.8
"adk",5449.9,6637.5,5230.8,291.8,3430.1,4279.6,989.1,597.5,2032.3,1691.4,465.7,236.5
"hemH",407.5,465.1,510.4,1276.9,377.5,612.8,1208.1,909.6,273.9,302.2,375.5,286.7
"aes",81.8,134.4,129.5,248.9,225.2,275.4,153.7,109.6,52.9,81.4,85.1,57
"gsk",666.7,561.9,534.3,210.8,448.6,591.7,674.3,460.6,198,336.5,111.3,119.7
"ybaL",814.3,546.8,702.3,964.3,812.6,1681.7,1026.4,1040.9,366.9,660.2,386.1,279
"fsr",183.4,196.7,273,138.8,171.1,299.9,296.3,119.5,147.7,159.3,163.6,123.2
"ushA",416.9,838.6,885,2008.8,510.1,901.3,1273,1269.1,347.4,896.1,721.9,589.6
"ybaK",256.1,374.5,507.7,249.3,178.7,340.9,132.4,196.6,129.3,105.6,99.9,65.4
"ybaP",342.6,426.2,444.1,162.1,374,443.6,243.5,364.1,491.4,296.2,108.1,128.9
"ybaQ",1065.6,629.6,678.2,1192.7,590.1,438.7,492.3,591.5,418.4,513.9,421.3,468.2
"copA",55,115.5,107.2,295.3,166.4,195.3,55.7,330.3,38.2,42.5,43.1,107.9
"glsA",129.3,224.2,178.7,855.7,246.7,231.9,475.6,2111,44.7,91.1,966,1759.2
"ybaT",124.9,149.2,171.9,509,224,180.8,773.4,938.7,75.2,71.3,476.4,706.3
"cueR",445.9,354.7,593.9,1041.6,202.5,158.3,334.2,328.2,166.9,277,407,521.7
"ybbJ",198.1,156.9,236.7,984.9,321.3,434.5,589.1,416.7,116.8,150.8,320.7,260.9
"qmcA",286.2,350.6,308.9,1472.5,283.6,415.7,472,589.5,148.2,211.4,187.2,189.3
"fetA",270.1,365.6,261.9,225.6,325,376.8,323.8,187.3,223,111.8,119.5,72
"fetB",219.2,286.4,331,171.3,301.9,253.5,346.8,176.5,169.7,103.9,101.1,59.1
"cnoX",710.6,842.5,1153.2,556.4,729.9,873.6,936.5,788.5,511.3,579.4,307.1,286.6
"ybbO",529.7,548.1,446.9,349.1,638.7,762.6,679.7,607.2,358.7,479.7,258.7,254.3
"tesA",564.5,654.1,650.6,506,1220.4,700.1,781,1074.3,632.8,373.2,295.6,348
"ybbA",71.8,171.1,195.8,377.4,328.7,268.3,386.2,501.7,213.7,216.7,212.6,167.8
"ybbP",454.4,448.7,335.1,327.2,150.4,253.3,190.1,314.8,230.2,325.7,182,181.7
"rhsD",159.7,105.7,78.6,77.2,74.8,98.7,12.5,4.1,74.5,89.5,24.5,39.7
"ybbC",110.2,12,66,37.7,20.9,40,20.7,30.1,100.3,127.5,32.3,27.9
"ylbH",NA,NA,NA,NA,NA,NA,NA,NA,37.9,50.7,22.4,10.9
"ybbD",NA,NA,NA,NA,NA,NA,NA,NA,121.9,165.8,119.2,141.8
"ylbG",NA,NA,NA,NA,NA,NA,NA,NA,86.9,63,70.7,81.3
"selU",507.1,391.4,318.6,238.5,419.2,839.8,555.7,760.9,241,196.1,138.6,115.9
"allS",84.6,133.5,108.2,156.3,168.5,205.1,189.6,257.1,70.7,76.7,94.2,101
"allA",374.5,395.4,256.7,302.2,273,619.7,288.6,328.8,146.4,163.6,146.2,104.2
"allR",554.3,579.9,584.7,2173.5,222,952.4,1380.9,1716.8,415.9,662.6,743.4,754.8
"gcl",66.2,92,81.6,122.4,49.1,99.5,213.4,165.7,35,22.5,55.6,57.3
"hyi",95.4,82.8,106.8,107.1,103.6,160.5,224.4,131.2,34,34.6,32.3,34.8
"glxR",29.1,86.8,52.1,75.6,96.1,237.9,428.1,466,17.3,13.2,70.9,49.2
"ybbW",19.6,15.7,34,42.6,14.3,18.5,7.4,11.2,2.1,4.9,3.4,4.6
"allB",73.1,105.4,153.1,428.1,75.4,92.1,184.3,168.9,53.3,70.5,131.3,134.1
"ybbY",59.5,40.7,59.6,79.6,129.1,19.8,74.8,86.6,15.8,30.7,38.2,49.3
"glxK",123.7,160.5,134.8,166.4,232.9,300.6,422.1,403.8,75.9,86.8,71,90.6
"allE",107.1,95.1,183.1,125.5,136.9,305.8,300.6,234.7,59.2,52.9,73,38.4
"allC",264.3,303,301.4,156,268.5,260.3,128.7,194.2,265.6,114.3,151.1,95.7
"allD",9.2,5.9,16.5,7.3,88,53.5,21.9,78.9,1.9,6.6,31.6,4.2
"fdrA",332.3,308.4,188.1,249.1,347.5,683.7,433.7,632.5,143.9,66.5,99.4,93.6
"ylbF",121.9,205.8,175.4,214.4,129,278.7,233.3,458.8,64.8,37.4,61,73.8
"ybcF",36.4,55.1,138.9,120.4,430.2,396.1,678.1,742.8,24.7,31.8,54.7,23.9
"purK",511,834.3,664.1,444.4,834.3,635.1,402.7,188.1,266.5,171.9,184.7,132
"purE",705,1120.5,656.3,205,1102.1,614.8,196.6,524.5,327.7,191.7,190,83.6
"lpxH",977.3,850,870.2,317.2,1078.3,1221.2,1111.5,1082.3,625.2,558.6,417.9,308.6
"ppiB",5923.3,4821.2,4613.6,3581.4,5742.4,4785.7,3389.6,3408.1,2043.7,3077.7,2788,1321.1
"cysS",801.9,986.6,740.2,199.7,962.8,533.4,382.8,192.6,328.8,612.6,240.8,136.2
"ybcI",176.4,183.3,236.3,234.9,173.7,119.3,222.4,181.7,48.7,110.7,70.4,41.6
"ybcJ",339.3,373.7,358.6,158.6,404.2,290.2,59.9,140.1,228.7,216.4,119.5,77.3
"folD",1045.4,1289.6,818.1,297.7,1073.4,902,280.9,383.2,553.7,561.9,290.6,221.4
"sfmA",51.9,56.6,66.4,128.3,113.3,111,31.2,132,25.6,41.2,45.8,29.6
"sfmC",37.4,58.9,58.9,42.3,25.7,79.1,107.3,97.5,14,21.1,21.3,8.4
"sfmD",48.7,60.1,94.3,20.9,66.1,90.9,164.9,148.4,12.9,27.9,16.2,15.6
"sfmH",18.8,16.8,14.1,38.4,110.1,64.3,60.9,199.5,9.3,5.3,9.6,5.1
"sfmF",90.3,36.5,100.7,32.5,130.7,46.8,105.9,59.4,10.7,12.3,7.3,5
"fimZ",4.1,8,7.3,17.3,7.2,114.9,2.9,1.8,0.8,1.1,8.9,0.4
"argU",4626,2904,2343.1,2881,2430.6,1181.5,1471.6,970.1,307.2,213.1,237.9,243.6
"intD",536.6,178,176.1,111.9,345.6,134.5,45.6,147.8,197.3,119.6,74.7,46.1
"exoD",NA,NA,NA,NA,NA,NA,NA,NA,83.5,108.9,71.8,37.5
"renD",NA,NA,NA,NA,NA,NA,NA,NA,197.8,123.2,84.1,69.2
"emrE",426.9,315.1,165.4,169.8,538.6,204.7,69.8,273,152.4,167.8,76.1,89
"ybcK",39.2,29.6,40.3,31.8,5.1,59.6,39.5,2.2,7.8,4.5,9.4,4.5
"ybcL",70.1,78.1,66.1,126.1,35.3,13.8,9.2,88.3,41.4,21.8,54.9,103.5
"ybcM",121.1,121.5,66.2,286,27.9,22,96.3,147,77.6,84.5,196.3,202.8
"ybcN",27.7,85.3,42.9,65.7,99.8,219.4,42.7,244.4,21,0.7,14.9,10.3
"ninE",20.3,69.1,20.3,62.2,136.2,26.3,29.9,39,8.6,75.2,31,8.3
"ybcO",215,208.6,277.7,209.3,262.4,187.4,255.5,249.5,74.2,62.4,113.8,75.6
"rusA",110.3,204.6,229.8,197.2,312.2,247.8,154.8,118.2,60.5,16.2,44.3,56.9
"quuD",36.7,71.1,19.3,186.4,101.2,29.9,39.7,32.7,14.1,45.5,35.5,11.2
"nmpC",321.4,3137.9,2963.5,810,1245.2,2636.5,1266.7,1223.9,3543.1,2408,1431.6,586.9
"essD",100.5,103.7,46.3,64.9,147.8,69.2,21.4,139.3,102.3,52.6,34.4,20.5
"rrrD",155.6,190.8,137.7,174.7,260.9,164.1,254.4,306,116.2,91.5,55.5,45.1
"rzpD",NA,NA,NA,NA,NA,NA,NA,NA,57.6,75,44.6,17.8
"borD",1380.5,1652,1567.4,132.9,599.2,524.8,23.9,21.4,465.1,571.3,44.7,32
"ybcV",22.8,20.7,13.1,28.6,38.8,4.5,45.2,15.6,0.8,11.1,7.9,1
"ybcW",130.8,107,98.6,39.4,28.2,22.6,16.3,80,89.3,8.9,41.8,18
